,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,project_id
106,-156.0969446,84.39896842,-23.4416107,-1.393106255,-53.39159463,-16.59626649,7.62532432,-16.70033357,-13.71759557,7.838486772,-16.72884938,5.258436334,TCGA-OV
107,-144.7926457,80.50911654,-29.93665462,-9.607914783,-24.88816977,3.854495642,-9.289169141,-21.1330777,-11.31304028,-4.430578647,19.47925554,-9.168071883,TCGA-OV
108,47.6930995,30.95117448,-12.84578526,11.14067376,-7.999106067,-15.09149315,18.89167557,-13.24047476,-9.911852238,3.370113604,-11.11228155,5.068754333,TCGA-OV
109,41.42045201,27.92607859,-1.352407619,3.582634385,-12.41642458,7.326945495,8.000653373,-15.11053152,10.04648134,-4.981213467,10.36075996,2.991840806,TCGA-OV
110,80.96278773,31.54796954,-5.487731052,11.59622173,-13.78737801,2.151295603,13.87819553,-10.05405913,-1.66933331,-1.960782491,2.784946638,3.920304761,TCGA-OV
111,31.55581062,68.78276405,-5.615922106,19.27957498,-12.3362998,-2.742720445,13.61689361,-1.61718846,13.7386835,2.505164839,3.523467983,-2.206619941,TCGA-OV
112,-0.454170656,60.13102999,4.146502304,7.289626768,8.248778319,24.22894165,2.387835531,0.203027451,24.47581602,0.127327231,13.93016526,-11.65379658,TCGA-OV
113,46.89512146,38.69881324,-9.263272564,0.946502727,-1.789185062,6.540361181,9.274791885,-10.09842031,9.058248916,-7.707051947,9.592915139,3.408370093,TCGA-OV
114,48.28970694,35.22576179,-10.81651508,2.767905275,-12.09407323,-9.942041312,24.70821167,-17.10166788,-2.470229542,-2.540947255,3.342574469,8.40613286,TCGA-OV
115,-55.86617452,46.57477178,-15.65120073,-15.45640126,-37.17299238,10.35528534,-5.346211298,-11.43228364,4.914926937,-8.704027271,14.73752668,-6.69150443,TCGA-OV
116,35.90020237,43.93142996,-5.46334059,-1.694407001,-25.23329018,8.142985472,5.535620369,-5.114744348,5.255908089,-4.216984845,0.983541966,4.28907653,TCGA-OV
117,-169.547147,176.5034231,-0.249014037,38.99769831,31.40202045,-13.68863142,10.3750059,-12.43099778,10.65387148,16.09803979,2.595353712,-16.94854481,TCGA-OV
118,91.45727868,31.65078147,-11.3668371,10.5770981,-8.129872283,-5.764748584,16.43268937,-3.869286925,-1.976678762,-4.036547737,0.744555843,-0.026116559,TCGA-OV
119,4.286006687,60.18042162,-2.807404226,6.059608751,-12.96608002,15.77829784,-3.996690658,11.38948126,1.32779888,-1.000013178,11.9175548,0.013537939,TCGA-OV
120,-30.80493062,50.84730286,6.564901928,0.935101789,-23.83712818,13.21502861,-6.783832658,-8.816912185,1.485073041,4.857695294,-0.858729041,15.16275139,TCGA-OV
121,-66.44210856,47.26313665,-5.140287176,-9.710557853,-58.46819847,16.7619069,-7.577450063,10.12161895,3.42521459,4.62535917,-20.68790113,-1.72920483,TCGA-OV
122,74.34708434,25.13576919,-9.861392717,-3.769871868,-4.276662712,7.367356025,11.97020629,-3.453595874,7.266052414,-3.740732348,3.728126975,-0.918116159,TCGA-OV
123,-54.30232333,48.45552051,-5.658969444,-6.188502338,-22.44177006,25.26396045,0.645900976,-9.726187782,-13.08169291,-6.703611739,15.23998183,4.840606223,TCGA-OV
124,-109.6887827,80.2206337,-8.907811032,-13.04875767,-16.19419425,27.55055233,-7.445568673,1.875215379,-22.18305722,-14.53001722,19.44178355,-13.70693433,TCGA-OV
125,-11.39642502,54.99672066,-5.1360538,0.901952123,-12.07306486,12.95232755,10.32963809,-2.797838835,1.978148524,-4.362520127,-4.281355242,-0.678308816,TCGA-OV
126,-148.2290714,69.28014105,-2.095254807,-2.462586573,-14.93366152,11.85584863,-11.84115205,-33.10230402,21.79178226,-14.70272085,2.173260475,11.73042534,TCGA-OV
127,-99.99585323,68.90412981,-33.71015329,-17.05899112,0.12500912,-0.711720671,-3.390739907,-14.60939063,13.35655173,-12.64764391,29.54838918,0.643247064,TCGA-OV
128,18.77336135,84.26479479,2.052493356,40.06625651,3.694891331,1.417150449,29.09587427,-27.70689278,-17.48600413,9.123418048,-7.803182328,7.176616954,TCGA-OV
129,37.80652873,35.61909038,-10.73770537,0.626219475,-2.326141907,-0.983067004,21.73359315,-10.99029253,-1.605215837,-2.266511587,4.759960801,-1.071127354,TCGA-OV
130,-13.33934265,61.71004798,-12.37825438,-1.375582968,-7.005298258,5.881171514,-5.557019754,6.815639083,16.89970543,5.682034338,6.153872872,-2.268718307,TCGA-OV
131,-38.79095533,64.4969523,-9.64105984,6.082593653,-21.24543587,3.431428929,5.972084739,-16.13092541,-7.326514078,-1.788685068,1.307292565,5.409305467,TCGA-OV
132,52.2234531,31.77788361,-9.457429434,6.318839435,-28.10130685,2.974261976,10.9121123,2.157089618,-8.408678516,1.712475982,-0.579541805,6.208106394,TCGA-OV
133,12.04363322,47.18267556,-11.00186117,11.60083768,-14.90673718,-4.561708083,5.115408958,-16.9830116,2.006814587,-5.905004809,3.970392812,-5.252387032,TCGA-OV
134,8.62425567,40.93804522,1.154830083,3.57798787,-6.204554321,13.14136462,2.961789217,-18.59237818,-3.474592151,-6.328999467,8.620590091,4.784514857,TCGA-OV
135,-62.61062107,70.80415632,-8.419660142,3.636884322,-26.01150457,18.49009525,-9.950289029,-9.848209664,12.71551266,-12.18657526,10.27829554,-2.835022719,TCGA-OV
136,23.74156557,31.25216125,-6.872196622,3.099820186,-31.96428161,16.04372585,2.934884062,-16.61625287,-11.81211702,-8.922853656,-4.356321155,3.577567515,TCGA-OV
137,-37.95971691,33.64247239,-19.99318521,-22.28763209,-12.69113208,12.38022283,11.96248143,-9.751600202,-0.138769073,-9.94929661,19.01676838,-2.466089,TCGA-OV
138,-9.637608027,34.40963904,-11.2844565,-11.01513951,-30.00354686,6.557149934,4.543777206,-4.420424484,15.88905414,-1.221670644,2.54307044,-1.974664072,TCGA-OV
139,-87.94916427,62.46841335,-12.95870644,7.201403493,-29.94769887,0.687535438,-5.324636013,-5.872903793,7.621021002,-9.29856432,0.042983992,-2.764721504,TCGA-OV
140,-92.86524846,37.87540062,-5.588294963,-24.46825889,-15.86160357,35.71652276,-0.909577934,-16.91842355,5.485034279,17.23392544,1.28885829,11.0610473,TCGA-OV
141,-69.93192797,54.10374588,-1.44102782,-12.43411311,-29.89830008,14.7303779,-2.670022093,-19.89539466,17.57480875,-7.236413058,6.219539527,-2.807423339,TCGA-OV
142,-7.719404691,19.95120306,-3.87737125,-19.29581777,-16.77569104,33.8910939,-5.72993965,6.644091853,20.92004385,10.56268683,7.403032133,-3.835252174,TCGA-OV
143,-22.11428085,42.41850221,-0.433092443,0.410862609,-47.99794673,10.44575224,-0.186794258,-0.018978323,0.321959977,3.342820874,-4.505222302,-0.460418673,TCGA-OV
144,25.13941117,47.70620227,-8.974701338,6.016468347,-14.22400825,1.631737857,-0.884890049,-7.189645146,-2.649585864,-3.313293788,5.921510182,8.329370905,TCGA-OV
145,-58.43171635,26.87787184,-6.515754773,-34.38056119,-9.951380197,29.24963691,18.53583369,-14.71371842,36.39444736,8.929533425,7.907659293,-4.097029002,TCGA-OV
146,9.405919985,53.20218947,-13.44203908,16.49505771,-6.276734007,-10.28919203,22.09541353,-10.75022447,-19.84589815,0.943418449,-4.001259277,8.316615961,TCGA-OV
147,33.280631,25.5222034,-5.609942294,7.127857948,-38.46141067,15.99152433,-11.13405552,-8.911158098,-15.74542756,-7.393848067,-8.521112916,-3.559660109,TCGA-OV
148,-39.8421254,47.20682364,-1.07914804,-14.9424938,-11.29869567,31.95244586,-15.37784568,-12.40878671,-21.02318342,-6.814688411,18.31959216,8.00500561,TCGA-OV
149,58.79110511,30.6683888,-3.766235572,7.272843095,-31.1985552,2.30483611,4.993283304,1.388488971,4.899341039,-3.982666539,-5.167774726,-8.465237404,TCGA-OV
150,-7.112420216,42.3681832,2.016234026,-4.742714555,-6.082171671,30.4234232,-2.607916307,-2.831079107,32.05274633,-0.969970593,11.41149125,-6.907505082,TCGA-OV
151,-43.49280139,50.35979821,-15.03564416,-22.35686645,-17.6182662,9.842421115,-9.446037567,-13.04574634,15.65120443,-22.70543711,9.969128647,-6.282921995,TCGA-OV
152,-71.35620993,35.26252207,-17.91699467,-39.92091238,-11.46754372,22.97999661,21.61526566,12.3954802,43.75199213,19.51280708,-9.504451678,-22.08607284,TCGA-OV
153,20.58788679,34.21678457,-12.15587313,-12.71856158,-13.08071779,9.786909802,1.748970278,-8.595656507,-0.937006181,-5.408604864,10.99956608,2.236386702,TCGA-OV
154,5.292035389,46.62367881,-12.54349191,-1.826968851,-18.68013397,0.173505631,2.924689879,-8.083050436,12.08124324,-15.64150377,9.22540517,-0.626136888,TCGA-OV
155,-23.45294316,51.47701319,3.785225484,-21.30682365,-9.709099768,35.44775553,6.667077442,-9.928122902,3.986978412,-4.032898106,21.04515076,-3.585825184,TCGA-OV
156,45.48237034,29.48579334,-10.05566918,3.549238127,-22.56951168,6.079702121,1.26847237,-4.496942872,6.4706913,-11.04768675,7.430157986,-6.703529392,TCGA-OV
157,-118.4804344,74.95016823,-17.34082219,-11.6056727,-44.8684073,12.9552849,-16.90306144,10.28953936,9.431236502,-18.11065139,-1.401224326,-11.40565316,TCGA-OV
