"project_id","ENSG00000107625","ENSG00000141644","ENSG00000160058","ENSG00000111361","ENSG00000136682","ENSG00000110696","ENSG00000198060","ENSG00000160785","ENSG00000186001","ENSG00000125779","ENSG00000166170","ENSG00000163374","ENSG00000169180","ENSG00000035928","ENSG00000143971","ENSG00000120709","ENSG00000101654","ENSG00000100461","ENSG00000187866","ENSG00000137764","ENSG00000166716","ENSG00000105879","ENSG00000144848","ENSG00000114416","ENSG00000091542"
"TCGA-OV",2091,5269,6188,3784,1333,6646,2154,3503,4777,2616,5047,3411,6282,3764,1371,2848,3784,7839,2093,820,2644,2593,3596,10000,4672
"TCGA-OV",1450,1688,4536,1595,417,3626,1476,1555,1588,1040,1170,2201,3553,753,375,2031,2114,13786,643,1058,4462,583,1346,1988,3775
"TCGA-OV",2754,6016,11254,6465,1351,13046,2954,4302,3745,3434,4713,4643,9958,2637,1058,4843,4764,7649,2479,2261,6128,2510,5428,6042,8845
"TCGA-OV",852,1184,1520,1377,192,3177,2050,1286,1518,490,1624,1017,2439,1215,279,601,925,1223,408,200,735,706,1436,4887,1851
"TCGA-OV",4053,1776,6522,4794,666,8727,2790,2442,3251,2220,3130,3051,7141,1729,678,1558,2778,26682,1524,1554,3716,1739,4429,8804,9444
"TCGA-OV",1707,1442,8078,3409,776,9432,2235,2665,3790,2230,2750,3186,5747,1234,514,3602,5816,4024,877,1942,4999,1398,6773,10603,5154
"TCGA-OV",1153,1529,3817,5708,567,3507,1564,2279,1428,1153,2021,2059,3480,1577,706,1327,3093,4687,557,985,3420,1364,3639,6197,3594
"TCGA-OV",2998,2433,3442,2853,992,11742,5886,1537,1633,1421,3802,1694,2758,1695,1065,2475,2382,2733,1018,503,1034,1684,3673,8639,4384
"TCGA-OV",1904,7268,11743,1988,772,5532,3757,2191,1506,1165,3289,2863,6737,3578,1325,3061,4638,4569,1556,1621,4850,2056,6373,9908,6508
"TCGA-OV",1734,2539,4481,4181,1262,11185,2836,2501,1703,4045,2896,2731,4323,4649,758,2874,2658,4275,1245,1636,3062,2282,4226,8452,5616
"TCGA-OV",4681,5586,14429,5154,1249,9079,6806,3930,3514,3042,6254,4306,11936,6065,2438,6013,4274,9343,869,1384,3093,3390,5012,13478,9184
"TCGA-OV",3517,4570,9343,6179,926,8119,5337,5418,4063,2746,8162,5079,9738,3173,991,4772,4511,7207,1974,1400,3480,3531,7592,14944,6395
"TCGA-OV",2978,2629,4730,4734,926,9800,3111,2579,2136,3040,5336,3341,7130,4237,1207,2433,2311,5383,1379,673,1640,2610,3448,7408,5330
"TCGA-OV",1198,1901,2871,2519,443,4618,1377,1259,2349,853,1650,1310,3757,2141,646,1780,1603,2291,617,410,2457,918,1351,6410,2762
"TCGA-OV",1009,1596,2197,2635,623,2235,1355,2472,814,581,2216,2131,4108,1868,277,1576,1464,4277,1166,484,1547,2338,3302,2667,3381
"TCGA-OV",1713,1583,1915,1276,489,4757,2607,819,1273,1157,1815,1373,5122,1633,428,801,3790,2302,683,470,1991,1189,1886,7058,3017
"TCGA-OV",887,4254,6164,4017,991,4564,2091,2982,1646,1528,2730,2564,6274,3235,945,2184,2965,4577,2541,624,1599,2163,3616,4701,7565
"TCGA-OV",3029,2967,3450,2123,698,12903,4672,4093,4644,3590,5965,5520,9449,2027,1451,3361,2661,5226,2652,1477,4994,2972,2088,11727,5786
"TCGA-LUAD",2601,2892,5205,4025,389,12321,3410,2452,1711,1789,3418,2626,6467,4779,1016,2483,2510,4509,931,942,2783,2576,2417,7817,3728
"TCGA-LUAD",1737,2799,2659,2163,266,5053,1955,2054,669,565,2070,1337,3318,2414,352,1795,2397,4771,652,261,1586,786,1014,3409,3177
"TCGA-LUAD",4625,6349,13416,6088,853,14518,4645,5727,3665,2657,6707,5511,15889,4363,1131,4096,4255,6619,1839,1134,2615,4713,5091,8986,6555
"TCGA-LUAD",3543,3935,12290,6651,1019,17445,5077,4837,3842,2880,6615,4324,10407,5179,1415,3960,5545,10628,1927,1356,4371,3109,4187,11712,8709
"TCGA-LUAD",1249,1298,2712,1441,291,4004,1649,2158,1144,950,1465,1864,3982,1306,376,848,1792,1501,874,403,1688,1087,1376,2664,3130
"TCGA-LUAD",1401,1406,2915,2059,271,4749,2305,1564,781,827,1741,1155,3360,2975,527,671,1471,2937,785,355,1308,790,1868,2611,2746
"TCGA-LUAD",1534,2122,5228,3091,378,6892,3507,2950,1632,1510,2461,2930,4923,4269,595,1677,3548,2865,1161,592,2541,2119,2392,6993,3986
"TCGA-LUAD",4131,3008,6840,2899,727,10272,4712,4318,1577,2134,3922,3150,6681,2736,714,2121,5189,5375,1306,1055,2621,1914,3381,7275,5378
"TCGA-LUAD",4043,4524,9641,5690,775,10831,5515,4406,3291,2064,4976,4554,12048,5929,1595,3427,3776,7429,1966,1465,4806,2949,5563,11100,9167
"TCGA-LUAD",721,900,3189,1599,365,4054,1038,3141,392,407,1370,2085,2761,1350,290,409,828,2068,535,497,1343,794,837,1580,1833
"TCGA-OV",2617,3079,3671,7004,775,8355,3262,2277,1968,1165,2223,3961,10274,2670,1115,5288,4171,8494,1038,1643,8626,2132,2067,6993,4091
"TCGA-OV",2681,8243,17584,10481,1868,12832,5440,4128,3926,3932,4306,5647,14517,3691,2020,3203,4924,12165,3320,3048,8196,2830,8277,9957,15659
"TCGA-OV",1715,2732,5856,3000,868,5971,2259,3273,650,1710,2187,4914,5095,1528,645,1889,2121,6645,1195,718,4286,1537,3703,4525,3956
"TCGA-OV",2305,6352,7242,6542,1801,11858,5288,4638,4972,4174,2850,5204,15629,4168,1930,4086,5582,8027,1423,3029,6366,1766,3806,9846,7413
"TCGA-OV",3217,4115,5182,4187,895,9852,3837,2256,1313,2994,2342,5405,5537,1676,1012,2350,3241,3287,1147,1469,3001,1149,4842,5172,4519
"TCGA-OV",3095,6398,4035,3231,1911,12429,5369,3888,3625,3233,13811,5851,15853,3237,2190,6476,5591,8927,2301,2578,8836,3849,5216,13480,6057
"TCGA-OV",5064,4507,6407,3527,1444,14445,3138,2079,2272,1937,3881,2417,4562,3407,2071,743,2261,4737,943,820,2194,2592,6128,9879,2099
"TCGA-OV",1730,4422,8469,2653,1448,7420,5824,2815,1452,1420,3135,4111,10824,7883,1985,5090,2130,7676,2403,1674,4769,3738,3828,8049,5444
"TCGA-OV",1792,4079,4304,2425,967,10142,3664,3604,2713,1460,6058,4462,8347,2804,1218,3069,4447,6921,2136,723,3001,2062,3828,11450,6583
"TCGA-OV",2747,2303,4265,3758,1221,11111,4085,1804,3352,1479,5087,3723,6516,2079,1110,2713,4683,8884,1981,2315,4226,3246,2992,8773,5709
"TCGA-OV",6144,6315,8064,6732,2029,10339,7677,5522,5348,3641,4913,6706,14782,9222,3437,6691,9381,13854,1999,1450,18485,4409,4818,18358,16582
"TCGA-OV",4791,3299,4964,3844,1535,16861,5850,3200,3117,4169,4895,4609,7667,4031,1061,5226,1423,6228,2266,1369,5017,2943,15920,13827,5851
"TCGA-OV",3653,1567,9424,3995,684,19873,5258,1998,3188,736,1561,2133,4405,2865,1396,3294,2908,2804,1242,1190,2694,1523,3715,12213,4695
"TCGA-OV",4325,2177,12109,4797,1495,20751,4347,6649,5404,3387,6989,9675,15862,3998,1370,5197,5513,7866,2161,1219,5959,3783,10200,16843,17158
"TCGA-OV",1681,1108,2843,2226,489,5734,1537,2036,1535,544,1870,2043,5492,1744,999,2064,4163,4683,719,551,3052,1510,765,4173,3271
"TCGA-OV",3066,1497,4367,4704,423,13947,4320,3075,1126,1901,2094,5180,5694,2907,1429,1220,2468,4343,1722,1547,2271,2523,3634,5974,5552
"TCGA-OV",4918,3435,9757,9850,1192,15302,5079,4022,2816,2582,4812,3736,14153,6495,1881,3621,4063,10074,2050,1427,3439,2861,3586,9513,10184
"TCGA-OV",1059,903,2209,1975,297,4211,1065,674,864,670,1331,1043,2072,908,587,709,1118,2206,605,575,919,861,951,2966,1812
"TCGA-OV",1998,1351,2114,1113,638,4214,3555,1449,2905,741,3254,2135,2844,1318,386,4488,2965,5767,1323,1049,2409,1952,1117,8092,2688
"TCGA-OV",3302,2429,9438,9368,1270,22782,7168,4018,1567,2053,13244,3331,14146,3756,1435,1985,1625,6549,1900,1975,4619,2752,6703,8293,12085
"TCGA-OV",1393,2288,3768,2207,774,9091,2784,2044,2447,1076,2499,2371,3623,1555,768,1545,1380,3842,1227,564,2431,1603,5438,12146,2300
"TCGA-OV",2472,4306,8455,5895,1030,13176,4627,7372,3035,1624,4291,4894,11567,3139,1607,3240,2963,6208,2042,3399,6512,1549,8540,12479,8338
"TCGA-OV",717,738,847,695,283,2345,1329,784,555,351,2676,944,2170,1068,403,861,1466,2698,467,505,1513,433,1325,2085,1365
"TCGA-OV",1326,2224,3188,2200,387,8384,1295,934,662,1008,721,1081,2317,1254,1062,789,1878,1985,280,1005,2203,1065,1855,2676,2870
"TCGA-OV",1665,1571,3395,1294,728,5555,1156,1211,1456,1704,2201,1991,3066,1871,572,2617,1146,1943,976,797,2484,990,1794,3488,2543
"TCGA-OV",1415,2466,3266,1597,538,3360,1723,1313,1560,1297,1404,1554,5076,1133,765,1472,1393,3075,973,459,1667,884,5106,4531,2863
"TCGA-OV",1926,1948,4048,3116,449,7415,2130,2347,2193,2513,1454,2986,2669,990,322,1886,1356,5099,650,893,2807,824,3590,4467,2633
"TCGA-OV",1981,1437,2874,2123,259,5402,2322,1890,1614,957,771,2268,2767,2222,378,1691,722,5378,665,873,1553,1276,2193,3161,2275
"TCGA-OV",2945,3039,6562,8181,1614,11341,4008,4847,2099,4553,2064,7880,12918,4102,1002,7724,3592,7862,4215,907,2550,3326,8680,6523,4159
"TCGA-OV",2476,5215,3690,2107,1331,7142,2671,2521,2015,1383,5420,3772,7433,1289,723,1222,3652,5220,377,784,3569,1500,5455,5649,11306
"TCGA-OV",975,631,919,1247,312,2075,853,550,309,627,1249,765,3276,535,282,689,364,1324,507,420,1349,548,2127,1875,1786
"TCGA-OV",2134,2495,6114,4627,1010,3330,3212,2299,1684,1571,3199,6418,8260,2984,1367,2724,2404,4264,807,1820,5485,2411,3808,5611,4142
"TCGA-OV",1378,1730,4257,5593,789,7455,1939,2443,2126,1409,2652,2577,4343,2463,1334,3466,2250,5815,1129,1109,4902,1856,2148,9066,8430
"TCGA-OV",1014,1055,2198,3274,358,2813,1369,1118,1173,918,1435,1190,3841,878,415,868,705,2141,309,904,1753,482,2944,3453,1449
"TCGA-OV",2472,3009,2326,2470,659,7968,2844,2321,1915,1199,4177,3822,5779,2496,776,2032,3449,7547,1531,1574,2833,1773,2213,5454,5334
"TCGA-OV",1281,1476,2741,1299,569,4747,1543,897,2431,978,1636,1199,2956,1602,508,1694,1286,1982,615,389,1298,1362,2670,7201,1803
"TCGA-OV",1399,1864,2130,1721,437,7203,1566,1363,1046,1477,3248,2248,3439,888,347,1591,2428,2566,571,669,3262,1202,1922,4758,1981
"TCGA-OV",1055,1870,5777,2061,1113,12538,1794,2113,1385,2639,3389,2134,3621,2350,1014,2037,2135,4256,1097,979,2118,1352,5791,4107,5463
"TCGA-OV",606,1125,2135,1829,464,4427,741,930,1845,706,1129,731,2475,1017,554,831,1565,1721,505,265,1248,856,1810,5721,2447
"TCGA-OV",1266,2087,3869,2401,213,5601,1857,1213,552,681,1047,1865,3224,1401,253,1119,682,3348,1058,250,818,691,1618,3846,1787
"TCGA-OV",2480,3890,7299,2433,1361,9001,2433,4382,2224,1037,4171,5372,9001,2973,1307,3801,3634,5325,1572,1187,2535,2421,2219,7965,6182
"TCGA-OV",3088,2574,3927,5696,1945,9632,3387,2428,1834,1869,6760,3019,11384,2641,1061,3537,3985,4242,1131,1191,4195,3417,4813,8855,6749
"TCGA-OV",1717,2157,4826,2456,776,7830,2639,1387,1060,704,3438,967,3359,2055,889,527,2431,1963,588,497,659,1945,6361,9489,3753
"TCGA-OV",4927,5586,6500,3543,2272,13620,4930,5786,1652,1454,17054,7622,8980,4903,1457,3640,4691,6405,2700,764,1835,3228,6564,7577,9709
"TCGA-OV",1904,1311,1884,2948,546,7810,2518,1531,1515,1415,1932,1593,4192,3455,688,1448,3871,4329,1270,1090,4332,2241,2035,6676,4368
"TCGA-OV",2075,3551,11068,2172,1045,6177,4425,4570,2876,1904,6209,4174,9925,3214,1130,4589,4034,5806,1676,1218,6229,3829,3032,6852,7158
"TCGA-OV",684,1417,4053,1794,515,6725,1325,1474,1312,1070,2108,1903,3611,881,327,983,872,2434,814,461,1338,765,3728,5649,4024
"TCGA-OV",4100,4476,13230,5100,959,10916,2517,4106,2313,3723,5256,4495,15437,5319,2641,5090,6667,11848,3550,3126,6755,3392,5733,10436,10388
"TCGA-OV",4267,13906,16977,13263,2460,30808,4684,6810,4103,4870,18380,10741,43485,8407,1393,5688,9526,10159,2977,5406,12511,5906,8411,9527,14540
"TCGA-OV",4767,6913,9077,5104,1751,21318,9331,6300,3257,3196,7985,6962,18879,3198,1885,2740,7630,5747,3068,2406,6292,2231,7513,10414,10580
"TCGA-OV",1767,1565,3618,1764,513,3339,1329,2841,545,858,1196,2786,4832,1326,506,1508,1123,4718,378,574,2061,1439,2523,2173,3761
"TCGA-OV",1455,1298,3071,2412,339,3885,1081,1606,919,1160,1976,1741,6115,1630,438,1866,1020,3432,583,1112,2580,1075,3575,2838,2470
"TCGA-OV",1664,3634,3257,2011,374,3529,1977,1495,1944,784,2794,2119,3111,3233,992,2299,2096,4071,1162,1038,3210,903,2543,7475,2910
"TCGA-OV",3231,5458,8845,5697,910,10676,2996,6203,3409,2477,2764,6220,7684,4484,1532,3554,2344,3930,2008,858,3033,2969,4567,8886,5960
"TCGA-OV",2476,3628,5895,7097,1482,18822,4739,1329,2981,1678,2165,1685,6289,1205,1146,1927,4840,6322,894,859,2913,2670,3892,9110,4673
"TCGA-OV",2523,3604,3595,3529,1622,8021,2382,2787,3222,1460,3664,3904,3720,1694,955,2937,3270,5833,1338,1092,2264,1832,5156,12901,2538
"TCGA-OV",2676,5771,10285,2726,1217,11770,3205,5586,2414,1758,5823,6155,5776,2071,627,3893,5290,5068,1093,1057,4339,3485,5828,10595,8726
"TCGA-OV",2045,2576,2303,2448,450,4109,3273,2004,2053,674,2149,1614,5179,2041,888,884,2213,2960,1259,759,1417,1121,1779,5084,4271
"TCGA-OV",4189,10137,6939,4452,1463,12247,7418,8246,2433,4525,7560,10567,13829,9236,2804,10937,7734,16496,3908,1511,3963,7282,9060,11019,9393
"TCGA-OV",2541,2413,6750,2753,1266,15057,3950,2820,1511,1838,4043,3681,9237,3021,1308,2576,3774,5745,1719,1513,7226,3299,3796,10985,5927
"TCGA-OV",1137,1290,1975,2155,575,4110,2207,1542,1810,957,2067,1710,2962,1246,588,1022,1401,1867,486,496,1436,1085,1738,6193,2302
"TCGA-OV",1374,1727,3576,2618,1205,6793,1349,1695,1899,1174,2851,1357,3481,2108,779,1775,1950,3154,746,438,1475,1691,2723,7854,2551
"TCGA-OV",2083,4844,7063,7827,2029,10593,1789,3196,2872,3180,2396,5494,4579,2316,2035,1809,4637,7419,1996,2358,5162,3160,4976,25650,6479
"TCGA-OV",2239,2441,4981,4159,607,7746,4918,2546,3115,916,3716,3050,3801,3309,1332,2393,1899,5556,1095,396,1622,2014,5241,12294,6460
"TCGA-OV",1228,2888,4490,5299,445,5125,1457,2662,1646,638,2527,1835,3134,1836,538,718,1368,1372,525,481,1228,1360,4063,5966,1887
"TCGA-OV",2405,2417,5986,4636,798,11665,1779,3461,2154,1712,2176,5005,6865,1995,966,3237,1574,5132,841,1218,2213,2083,5140,11755,3930
"TCGA-OV",1890,2333,7064,4457,1252,12117,3541,3045,3228,2221,3881,2706,5925,4901,1433,3116,3456,7514,2181,968,4736,2063,3976,12806,6883
"TCGA-OV",2048,3241,3469,1599,1660,13713,2272,2015,2275,736,5243,2528,5970,2631,1133,2855,2261,3875,1252,802,3419,1815,3071,12054,4979
"TCGA-OV",2514,2005,4881,4309,828,7239,3824,2470,2893,1927,3441,2713,5753,3215,1493,1615,3118,4941,1711,1129,3693,1937,4544,9000,4904
"TCGA-OV",2112,903,3432,2244,970,5147,2668,1462,1126,941,2485,2082,4028,2577,752,2495,1407,3233,648,460,1704,2622,2718,8344,3863
"TCGA-OV",1463,4796,4115,3101,520,8227,2966,1711,887,1168,2080,1590,2592,1297,603,1964,1761,3409,750,557,883,1250,4351,2995,4691
"TCGA-OV",1434,5243,7117,5818,1671,15440,2095,2273,1583,1434,2779,3905,5488,4835,1536,1501,5214,2553,2176,1469,2694,3567,6274,8645,6199
"TCGA-OV",3748,4856,8534,3280,1080,7652,3657,6036,2966,3490,5119,8183,7542,3598,1154,6289,5184,4912,1081,1436,6649,1859,7003,8626,5713
"TCGA-OV",3261,7145,4553,10508,1368,9490,2210,2707,1842,1478,6511,4822,5836,3606,962,1477,6972,3620,946,1015,2471,2981,3274,7175,6699
"TCGA-OV",739,921,5288,642,172,2253,431,1333,358,439,729,2318,3251,605,146,792,921,816,274,495,1302,508,1709,1717,1941
"TCGA-OV",2900,1478,1448,1839,347,5537,1985,1938,2291,682,2892,1979,7317,1723,412,2352,2273,4307,1588,820,2471,1767,2504,6007,3678
"TCGA-OV",4773,4966,6943,6732,974,12462,3863,10252,8343,3015,5120,11281,5864,5101,1067,10100,4734,6722,5696,1677,7901,3494,8042,19543,21739
"TCGA-OV",4032,4770,14272,10812,1285,21454,5721,3868,3635,2754,5722,6726,17784,4812,2500,4852,5066,9022,2884,1605,13270,5136,4113,33761,10525
"TCGA-OV",5691,3034,11522,6909,1784,12346,7563,3640,4684,3276,5398,4866,16664,6533,1720,6317,7350,10683,1502,3024,9093,5942,6173,20675,10472
"TCGA-OV",759,1961,4433,2309,534,4924,1463,996,954,764,2500,973,2304,1979,575,898,3220,2308,575,574,1681,1331,3821,6794,1651
"TCGA-OV",1709,1498,3723,1422,610,4158,1154,1851,1801,765,2569,2694,4684,1877,890,4649,2345,3428,1014,1102,2585,1360,1985,4667,2974
"TCGA-OV",1220,792,1521,1277,299,2661,725,1276,1349,675,2564,2019,3459,747,617,1056,995,2379,481,847,1540,827,2394,3181,2009
"TCGA-OV",1564,1421,2692,2031,309,4446,1874,2448,1983,794,1935,3519,1958,1860,452,1284,4536,6896,1248,1324,4198,2062,2283,7441,3866
"TCGA-OV",1452,2441,5030,3199,595,7256,1693,2177,2200,1715,2449,2338,6161,3096,755,2940,2053,5263,1396,1327,5851,1426,2736,6999,4548
"TCGA-OV",1226,2328,4578,1458,649,8327,2335,2366,1822,1359,2515,2494,5550,1455,754,1960,1645,3580,759,563,1549,1292,2236,4364,2770
"TCGA-OV",2004,1398,3791,1846,454,4482,2544,1310,1169,506,4707,1889,5360,1316,852,853,2695,1757,768,1211,2497,1249,4123,8655,3368
"TCGA-OV",3459,5335,16277,4244,1151,10887,6779,2496,3014,1975,4974,4075,13679,2799,1517,4355,5431,6405,1260,2056,10083,2910,5857,14054,5139
"TCGA-OV",2684,2013,4751,3007,979,6016,2200,1965,1216,3198,1943,2278,4522,1413,645,1896,3063,2872,666,748,1978,1393,2280,4624,4065
"TCGA-OV",4423,3501,13730,8004,2824,18769,3733,5654,3234,3636,6559,4747,5858,2982,1721,4569,6859,11463,2369,3094,5785,4642,4653,11958,14029
"TCGA-OV",361,1516,3577,1351,1145,5518,745,2335,517,571,1624,1159,2212,795,194,642,901,1840,355,291,456,505,1954,3296,2047
"TCGA-OV",1739,5388,6938,4149,540,9494,2240,1585,3551,1571,1837,2030,5685,2972,1128,2516,3207,4587,2076,1186,2510,1956,3123,6568,3227
"TCGA-OV",2108,3137,6542,4693,1167,14536,2247,2150,2119,3134,2851,2626,3628,2657,874,4327,4182,4311,1272,1298,3628,2730,3131,7417,5316
"TCGA-OV",2860,4953,8735,4264,1167,10066,3717,3921,4429,2515,5012,3834,7195,6596,1783,4107,9386,9312,1517,1322,9033,2584,3044,11348,13015
"TCGA-OV",940,1339,2447,2136,340,4990,1742,1200,1003,598,1803,1432,2314,840,387,1229,1297,2015,583,459,1580,717,1702,2691,2066
"TCGA-OV",2801,3128,4679,3451,1906,7703,4244,4362,2672,4281,3562,3931,9586,2868,1997,4947,5201,7315,2133,1807,3579,3106,6703,18464,5882
"TCGA-OV",2382,4096,13970,7231,1005,14575,3360,5238,3717,5844,4258,5980,9556,3396,1571,4772,14899,17811,2067,1456,7532,4267,6909,10770,8844
"TCGA-OV",2461,4141,7796,3307,617,6832,2687,3209,2935,1073,2277,3309,8615,2750,1171,2068,4533,4162,968,1018,3453,1848,3427,12653,3693
"TCGA-OV",4176,4456,13455,8209,1508,20931,4405,4422,5662,1789,11138,6420,14815,6431,3250,7439,7207,8828,2962,2450,11014,7264,5353,18353,9095
"TCGA-OV",5354,3697,13750,5136,1686,11898,4338,4988,2408,2972,5533,6281,16956,3303,2146,6464,3489,6111,1821,1394,5008,4540,5601,5908,6007
"TCGA-OV",1858,1627,4075,3566,594,10296,2183,1725,797,1190,1274,2043,5038,1551,701,1417,1113,6311,1118,1790,3532,1401,2336,3195,4360
"TCGA-OV",1553,3033,5488,2956,545,7098,1679,2455,1243,1128,2020,1552,4775,2331,509,1679,2071,4347,984,956,1397,1408,4226,8547,3467
"TCGA-OV",2455,2706,8242,2402,1129,5447,2773,3149,2355,1701,3651,2748,4658,1683,1190,2791,2372,3636,1155,1258,4439,2527,3738,11600,4788
"TCGA-OV",1828,3440,11563,6060,827,10356,2649,2813,4036,1018,3768,3932,6753,4050,766,4172,3365,3338,1014,1931,3273,2132,5185,17763,3509
"TCGA-OV",1308,1600,3478,1801,615,6658,1945,1437,1822,1050,1525,1633,3118,1384,668,2163,1665,2498,534,596,1639,982,3332,8570,3464
"TCGA-OV",2045,1761,2594,3274,829,7480,1411,2602,1880,1360,5567,2533,8303,1422,929,2886,2821,2549,2567,985,4415,3315,2786,4613,4399
"TCGA-OV",1647,2223,7827,2709,633,7760,1532,2669,2395,1217,2034,4096,7973,2556,1082,3378,1229,4569,1616,1888,2550,3234,4772,7128,4377
"TCGA-OV",3463,5352,7060,4593,1056,7371,4650,3631,3046,2067,6155,3590,11230,3889,1144,3687,5526,5207,913,1549,6145,3030,3827,11875,4240
"TCGA-OV",2001,2231,2773,3417,790,4174,3447,2907,1746,1471,3912,4690,5963,1477,883,2371,3023,4518,931,1101,3880,2375,2611,6289,4190
"TCGA-OV",4833,3633,6058,5204,1369,8053,3349,4768,3723,780,5241,6269,9669,3240,977,5514,5139,7038,1971,1060,3684,2880,5209,15273,5643
"TCGA-OV",2266,3328,6017,9061,1063,7161,3574,2375,3121,1831,4578,2482,6142,2896,1257,3596,3244,6278,1955,552,2666,3126,3539,9572,5065
"TCGA-OV",3979,6615,8031,7590,1065,14507,8245,4749,3881,1312,4919,5015,7794,5515,1152,3978,6205,9614,2283,2418,8373,4735,4602,10321,4927
"TCGA-OV",3488,3268,7671,3872,2377,12366,4265,5071,4340,2290,3977,5795,13264,3796,2280,6429,4164,5401,1816,1561,4714,5045,4673,7866,6232
"TCGA-OV",2413,3241,4602,4428,1592,9893,5310,5623,3803,3225,7324,7194,11145,4120,1679,3068,4819,7887,2503,1537,6065,3912,5506,9044,5699
"TCGA-OV",2190,3011,4129,2671,922,5075,3925,2934,2639,1711,4254,2699,8930,3405,879,5823,2567,4649,1731,1292,5883,2413,2643,6434,4314
"TCGA-OV",1677,8355,5083,5414,1274,5607,2798,2788,1970,2649,4950,2084,8722,4406,1390,2878,4702,9099,2894,928,4718,6365,3504,7148,5281
"TCGA-OV",1676,2999,5660,2306,634,5747,1885,2410,1672,1297,2524,2893,4910,1384,436,2809,1766,4272,492,819,2415,1617,3363,5296,2949
"TCGA-OV",3150,5412,7910,6131,1264,12452,4294,3240,4612,2351,3986,4539,9429,7447,1802,4070,5136,6947,2695,1436,4474,3530,6173,15151,7160
"TCGA-OV",1805,2647,7993,4609,466,11846,2515,1601,1697,1465,1407,1471,5748,2491,891,1917,1969,4338,677,847,2381,1726,3190,7463,2397
"TCGA-OV",1026,2483,5718,2757,783,5362,1632,1302,1428,1082,4273,2384,6147,1962,800,1405,3288,5247,1115,546,4480,1752,1758,5388,3557
"TCGA-OV",2192,3151,6563,2649,834,5620,3111,2651,2373,2696,3165,3916,9807,4278,1388,4670,2182,3694,1667,1055,9920,2090,4431,11989,4831
"TCGA-OV",1216,1403,3934,2522,626,4831,1330,1520,1387,1158,2542,1416,2906,1902,510,2096,1301,2900,854,638,1404,1167,1709,7178,4141
"TCGA-OV",2103,2957,7581,3152,945,7497,3297,2621,1197,1068,5435,3214,6487,2301,724,2249,1842,3280,1691,1702,5652,3020,3340,5653,4912
"TCGA-OV",3142,6300,8558,5728,439,4851,6018,2221,4501,2118,5608,4720,10698,4846,1664,2941,3504,5727,1151,1038,5215,3705,2808,16342,5612
"TCGA-OV",1822,3022,8374,5260,1305,7928,2733,2945,7105,1224,3087,3620,15520,5149,622,10424,3391,6291,1594,1062,4669,3102,4145,20136,8480
"TCGA-OV",1946,3031,3754,2127,1079,5139,1948,1729,1782,2688,1152,3197,5964,1533,658,2903,1483,2558,922,1684,4883,2099,3311,5895,2829
"TCGA-OV",1785,2493,6983,4112,835,8542,2381,2513,1808,716,2446,2552,5366,3712,2283,3101,2870,4798,1314,741,1797,2369,6325,5421,3797
"TCGA-OV",2111,3939,5557,3178,1210,6282,4417,6991,2180,2178,2958,7523,7254,3556,1184,3774,3150,4841,1872,1522,4564,2903,4128,7446,2946
"TCGA-OV",911,1797,3151,1574,529,8669,1566,1602,506,1857,3375,2945,3640,1757,496,1772,2061,5259,883,625,1981,2744,1969,5865,4099
"TCGA-OV",2572,3909,9781,7990,997,7774,6222,6233,3143,2161,6698,5427,9178,5082,964,5225,10378,5738,1353,2737,13646,5355,6058,11322,8690
"TCGA-OV",2649,2881,7384,6191,1134,6396,3563,3512,3851,1778,4451,5320,4203,2031,726,4909,2532,7270,1235,1847,7222,3088,3871,14849,5904
"TCGA-OV",2796,1595,5147,3684,807,5421,1732,1694,1595,1065,3662,2443,5331,2501,988,2825,1566,3837,837,1033,4111,1048,3144,7486,3045
"TCGA-OV",2219,2764,5870,3814,726,11938,3823,3721,3570,2297,3721,4915,7292,2994,812,2749,2679,5241,1398,1132,6817,1958,3613,7887,5907
"TCGA-OV",2485,3958,5501,6772,465,9901,2610,3108,1860,1522,2086,4439,7355,3211,1144,2350,2526,3095,2109,1458,3732,1993,3508,6818,5299
"TCGA-OV",2731,3056,7317,2251,1421,11150,2355,4339,3402,1642,5805,3269,9318,2296,1013,3966,6224,6482,2437,2508,9416,1762,4268,5232,6011
"TCGA-OV",6287,3019,7071,5579,1692,15480,7434,3555,1905,1102,5959,5003,11257,4120,2033,7577,4772,9280,1392,1230,3604,3413,6565,11177,9151
"TCGA-OV",4094,3962,5746,3047,1197,10803,4739,3823,2886,2547,6601,5992,12982,4965,1403,4070,5757,7208,1929,1978,6426,3964,4711,9947,5862
"TCGA-OV",3734,4140,7644,4750,927,9659,3244,3566,2025,2000,2928,5538,15588,2596,1043,3239,5026,5414,1751,1349,3735,2250,4820,8767,7788
"TCGA-OV",3232,4073,9061,5058,2387,16172,5447,2906,2021,2314,4152,3273,7124,5112,1052,4069,3848,6525,1385,1366,3765,4447,7116,12592,7243
"TCGA-OV",3866,2991,8154,5184,1204,14774,3961,3549,2515,2582,5882,4722,9625,4061,1369,4185,5327,10463,1871,1129,3286,3660,2880,8478,9070
"TCGA-OV",2049,3614,5561,4651,853,5474,737,3256,1744,1419,2735,4857,8616,1709,537,2737,3495,2797,706,646,1802,3565,5265,5110,4867
"TCGA-OV",3517,8031,9976,4935,706,6534,5298,3614,5361,2815,6476,5940,5752,5816,1443,6076,5431,4717,897,2682,6253,1482,5209,8069,4414
