"project_id","ENSG00000107625","ENSG00000141644","ENSG00000160058","ENSG00000111361","ENSG00000136682","ENSG00000110696","ENSG00000198060","ENSG00000160785","ENSG00000186001","ENSG00000125779","ENSG00000166170","ENSG00000163374","ENSG00000169180","ENSG00000035928","ENSG00000143971","ENSG00000120709","ENSG00000101654","ENSG00000100461","ENSG00000187866","ENSG00000137764","ENSG00000166716","ENSG00000105879","ENSG00000144848","ENSG00000114416","ENSG00000091542"
"TCGA-BRCA",2061,2720,5639,2194,414,10495,2892,1969,1664,996,2683,2283,4341,2873,1585,1718,1916,3537,1714,850,2393,2172,2017,6593,5990
"TCGA-BRCA",3232,2662,5153,2686,515,9515,1917,3173,2142,1358,2784,4717,8803,3526,896,2407,2404,3988,1455,890,4496,1626,3228,12421,6955
"TCGA-BRCA",2431,2204,7238,2535,622,11715,2397,2360,942,1594,1604,2608,3435,2967,848,1976,1091,3382,671,825,3125,1708,2028,7222,9219
"TCGA-BRCA",2719,2128,5004,2691,929,9323,3007,2558,2011,1250,3329,3325,5435,4527,879,2010,2147,4134,1280,1118,2639,1979,1867,10776,16723
"TCGA-BRCA",3280,3189,8784,4708,948,12079,3864,3530,2609,3088,3282,3215,7499,6468,1231,2856,2336,6058,2257,1348,3512,3758,3218,10131,10331
"TCGA-BRCA",2236,2774,4062,4127,989,7222,4053,4106,1669,766,2929,2898,5575,3033,984,1907,3417,3747,1517,535,2507,3749,2645,10198,5396
"TCGA-BRCA",3064,3587,10288,2978,1039,14820,3779,2778,2194,1624,4052,4335,5062,5133,1376,1707,2331,5592,2498,1180,3474,2761,2874,9931,12363
"TCGA-BRCA",3085,3725,4633,5395,1365,15967,5125,4154,2484,1300,5768,5662,8709,5442,2689,2271,3640,7018,3283,1089,2742,5228,2619,11624,9108
"TCGA-BRCA",4683,2938,5804,5025,811,19514,13462,4964,3055,2367,8902,5369,12230,6813,1172,4383,6560,9443,3024,1294,3379,6584,5442,9517,6884
"TCGA-BRCA",5114,2819,5193,5819,923,14965,4250,6060,2474,963,5274,5348,12533,5224,925,2859,5423,6448,1400,1515,3231,3103,4056,11129,11756
"TCGA-BRCA",2947,3052,11784,4070,1035,12969,3449,2776,2438,1576,5650,2833,10182,7919,2375,3698,3155,5882,2470,1096,3838,3264,3886,45840,6128
"TCGA-BRCA",2844,2835,4689,2864,868,12070,4145,3862,3218,1878,4346,4933,8716,5751,1136,3055,4195,6627,2265,1551,4666,2270,3978,10887,6403
"TCGA-BRCA",2384,1499,7281,3551,786,11514,3077,1844,1480,1489,2717,2427,6152,2061,1566,1105,1989,2008,2140,716,4598,1744,2934,6162,7884
"TCGA-BRCA",3399,2433,5703,4355,909,11265,4967,3305,1696,1638,3255,2595,8375,4237,972,1694,3070,3231,1500,1068,3266,2523,2968,9267,5935
"TCGA-BRCA",4671,3259,12966,4133,1630,10709,6084,5083,2622,3920,5748,5711,9873,7433,2022,4135,1749,7492,2481,2011,7134,1690,4083,9032,15761
"TCGA-BRCA",4172,4015,10171,4390,1220,11984,4949,5989,3237,1941,5444,7446,11064,6983,2300,3358,4738,7119,2244,1578,4807,4894,2951,12087,6307
"TCGA-BRCA",1963,4269,5593,2891,924,8963,1587,3470,2642,2210,2957,4211,5995,3631,949,2271,2974,4177,1329,945,4055,1577,2453,5544,4891
"TCGA-BRCA",3551,3462,6677,3352,980,4800,4651,2717,2046,2023,4956,5419,6905,7011,843,2301,3622,5369,1223,745,7145,2288,3747,10192,4932
"TCGA-BRCA",2936,4973,9000,4933,1265,14068,4213,2884,2480,2262,4377,4304,8250,6775,1209,3098,3259,12032,1735,1193,4667,2640,3665,9449,9863
"TCGA-BRCA",3382,6573,13060,5893,1595,18672,3537,5655,2375,2747,4861,6687,9050,5559,1518,4021,6073,8808,3559,1270,4053,5849,4178,14763,5038
"TCGA-BRCA",3096,3228,5442,3760,666,8984,2689,4367,3739,1538,9356,4499,12192,6512,1246,2538,5340,4540,1549,1222,7636,2565,4582,15321,6826
"TCGA-BRCA",3724,3092,7285,2949,885,5825,3156,1736,1861,1515,3165,3869,13220,3507,880,2998,2420,4209,1270,1206,8185,1997,2571,5734,4099
"TCGA-BRCA",3433,5023,6278,6188,599,14266,8602,4071,1658,1227,3226,4619,10816,7117,1720,3568,4151,11113,1894,842,2996,3916,3299,8814,7488
"TCGA-BRCA",2484,2591,13532,3359,510,7704,2245,2833,1820,877,1888,2866,10480,7514,1046,1674,3207,6281,1948,1156,3471,1382,3515,8999,7945
"TCGA-BRCA",2528,2371,7799,1897,962,9324,4666,3114,2070,1596,4297,3006,9363,3558,1041,2948,2286,4334,1451,924,3186,2400,3179,6009,10862
"TCGA-BRCA",3498,2679,5766,5088,943,12290,6620,3818,2707,798,6364,2553,5587,3410,1007,2196,2434,5149,958,1137,3488,2791,4039,10029,4509
"TCGA-BRCA",5360,6694,8618,4334,1798,21197,7959,4623,3969,4044,10479,5289,10637,10990,1014,3122,9642,9486,3403,1865,5228,5981,2020,14439,11299
"TCGA-BRCA",3265,3366,5172,3125,661,6092,3707,2543,1553,2011,3159,2031,4792,4498,1028,2089,5105,3060,684,729,2710,1889,3490,7560,4569
"TCGA-BRCA",3294,3261,8756,5301,1141,23739,4375,5027,4635,3435,6573,4331,12865,7251,2403,3013,5899,6492,1364,2290,5812,3115,2200,6687,5797
"TCGA-BRCA",1962,2587,2734,2586,720,7026,3725,2110,1783,934,3548,2160,4399,2534,936,2089,2592,3905,701,879,2644,2522,2019,7168,2520
"TCGA-BRCA",2592,3938,12403,4329,473,6801,3482,4430,1976,2244,4066,5210,11404,5508,709,1995,2438,3497,2064,1084,6700,1671,4077,9535,5702
"TCGA-BRCA",5046,5549,5496,7693,1107,16236,4285,5079,2619,1881,3728,4038,12188,3819,1008,4060,7926,2471,1527,770,2183,4179,2597,5971,5296
"TCGA-BRCA",4457,4435,7393,5487,854,6353,6683,5964,2630,2156,3109,5679,17497,4000,776,5910,5333,3879,1242,822,3938,3078,4391,13147,8258
"TCGA-BRCA",2340,3581,6433,2998,628,8646,2362,4204,1922,1480,3040,3848,7908,4254,896,3103,2587,4308,1413,1150,4171,1869,2371,5669,6836
"TCGA-BRCA",3694,4190,9559,3120,947,12794,4162,4474,2800,2192,4065,5339,7914,6045,1816,4244,4149,6298,2397,1179,4357,2568,3074,7626,6806
"TCGA-BRCA",2747,4437,8683,3656,802,11154,2721,2938,2735,1901,3396,3575,5870,3727,1258,3823,3384,4984,1871,1364,4445,2066,2707,6745,5297
"TCGA-BRCA",3052,3488,6580,3019,589,10251,3222,2636,2435,1944,4642,2505,8218,3812,1002,2878,3814,4197,1826,1273,4536,2372,4079,10404,5686
"TCGA-BRCA",1996,2139,7215,2356,640,8365,2856,3235,1677,2758,1953,3283,6383,3694,987,2984,1539,4138,797,909,4164,1365,2190,5791,6156
"TCGA-BRCA",7114,5339,7828,3869,1331,16894,5468,6457,4906,1766,8571,6657,14148,5228,1889,4180,7843,5060,2150,1012,3910,6372,5973,16190,5714
"TCGA-BRCA",2182,3223,5340,3668,678,6007,3536,4608,2165,1216,3682,5017,15227,4187,846,2139,2463,3462,994,962,2358,1512,3145,9158,3588
"TCGA-BRCA",3681,4098,5955,2900,829,7923,4568,3906,2631,2955,3220,3428,7530,7026,1100,2216,2777,6230,1615,831,4011,2967,3137,7791,7278
"TCGA-BRCA",2747,3605,7695,2898,790,8528,2960,3241,2335,1774,2780,3119,10485,4802,994,3197,3764,3359,1412,1229,6031,2389,2374,5733,3781
"TCGA-BRCA",2344,4310,6648,3262,382,10453,2526,5244,1782,859,3636,6551,10700,3696,750,3024,5470,3482,996,594,2922,3089,3980,9775,5031
"TCGA-BRCA",7134,5198,8926,10092,848,15325,6506,7038,2780,3399,7602,6872,13908,14362,2267,2742,8895,8764,2708,1986,6484,4041,5841,17113,12484
"TCGA-BRCA",5096,3738,10211,4199,1608,17092,5610,4949,3284,1654,7675,7762,5250,7260,2383,3495,7823,6553,1531,1477,7888,4901,4189,15747,8309
"TCGA-BRCA",3088,4613,7817,3983,1232,17899,7274,6414,3295,3256,5511,4141,13168,7958,2566,2462,8207,8075,3584,1650,5140,4524,3624,15211,12459
"TCGA-BRCA",4368,5559,4044,3017,838,16174,2734,3500,3456,1428,5888,3294,12290,6105,1805,3097,5821,5397,3176,1046,5238,4686,3655,15895,6825
"TCGA-BRCA",4803,3646,7099,2572,1116,8671,6387,3730,2919,4225,6670,3461,7214,8182,1495,3021,5596,5217,1716,904,4223,3644,3551,9765,5676
"TCGA-BRCA",2678,2496,5865,2826,886,8019,3609,3030,1471,1047,3742,3621,5909,4103,1057,2046,3113,3542,1159,890,2717,2607,1919,7024,3409
"TCGA-BRCA",3193,3513,6359,4836,834,22497,5941,5193,2390,2244,4710,3787,8446,5836,955,2271,3894,5882,2156,801,3269,3356,2760,8884,5733
"TCGA-BRCA",9855,6158,10858,6492,1204,15556,7700,6760,6478,2630,5804,6935,16303,13511,2058,7361,13752,6940,4421,1884,5953,15175,8228,21295,13632
"TCGA-BRCA",5269,3832,5253,5046,1251,14578,3241,5226,2540,2429,5988,5223,11102,6601,1193,3812,5788,5709,1999,1551,8988,3176,4407,9778,5046
"TCGA-BRCA",3233,4145,7190,8528,1052,15052,5415,5081,4747,3315,4646,4269,11327,6684,1396,5125,4048,3718,1258,962,2339,6656,6031,15519,4254
"TCGA-BRCA",2562,1985,5516,1830,685,8887,2731,2826,1587,1239,2928,2931,3937,4022,987,1234,2477,2911,1202,838,2980,1897,1923,7635,2167
"TCGA-BRCA",2909,4567,7028,4148,1237,13942,3739,5671,2608,2178,6744,5408,13347,9344,1455,3932,4692,10239,1434,1169,3467,2421,3468,13371,6794
"TCGA-BRCA",3637,4800,8714,3606,911,13518,6139,3844,2870,1722,4325,5892,8394,6375,2278,3575,4274,6596,2420,1438,4761,2641,2402,9852,9700
"TCGA-BRCA",1828,2040,4487,1225,425,6401,2155,1769,1669,1187,2158,2337,2962,2907,753,1933,2022,3478,1254,678,2738,1163,1292,5167,3780
"TCGA-BRCA",1514,3235,3372,2247,648,7232,1329,2240,1832,958,2782,2520,6202,2416,782,2437,2739,3659,1257,1045,2571,1746,1477,5672,4102
"TCGA-BRCA",1403,1464,7652,2103,597,11269,1913,1537,1787,1177,4300,2043,3290,4530,688,3924,2894,3320,510,938,3867,1928,1947,7888,10260
"TCGA-BRCA",1833,1899,5110,3303,489,7270,1441,1556,1369,1511,1922,1342,6874,1736,572,853,950,2266,878,752,2033,876,3146,5716,3137
"TCGA-COAD",1578,3242,3852,2229,488,4746,2462,1556,1687,1182,2844,1802,7144,3229,549,1562,2280,2928,1060,1075,3261,1322,2505,3681,4020
"TCGA-COAD",574,844,1307,1522,157,3411,772,866,811,496,1223,808,2632,769,168,956,1346,1659,274,275,942,888,744,1935,1517
"TCGA-COAD",578,1344,2004,1074,70,2266,661,542,629,558,592,543,2601,519,96,641,500,1180,249,377,628,612,1519,1165,1319
"TCGA-COAD",2142,1789,6023,3290,640,8308,2669,1633,946,718,2230,1245,7978,1643,442,1835,1129,1869,934,440,1002,1894,6462,4142,2339
"TCGA-COAD",2999,1662,4776,2531,549,7330,1487,1375,1554,2005,3467,1087,6036,2828,791,1424,1648,2827,954,858,1824,2991,3412,4125,3395
"TCGA-COAD",3011,3397,5358,3085,948,6760,2560,3363,2327,1911,4226,2559,6711,3241,855,2220,2004,3329,1216,1016,3759,2338,4453,5922,3682
"TCGA-COAD",2214,3952,5470,2644,711,6499,2509,1769,1771,1004,4011,1670,5709,2570,949,1171,2210,3383,1239,1137,3543,1409,2883,5357,4840
"TCGA-COAD",434,683,1136,1433,36,1271,350,440,271,195,409,213,3688,277,30,270,251,943,135,240,693,396,866,582,919
"TCGA-COAD",463,742,1006,648,70,1033,410,272,153,240,543,286,1941,400,101,238,304,1067,202,216,539,302,792,905,1244
"TCGA-COAD",1199,891,1951,1362,151,3433,713,898,970,577,1268,957,3643,1915,256,447,699,1433,508,642,1435,852,2659,5638,1211
"TCGA-COAD",2083,2246,4049,4355,479,8104,2112,1288,1222,546,2313,1172,7928,2709,438,1512,1457,1832,847,937,2396,1522,4387,5043,2548
"TCGA-BRCA",3075,2555,12544,4983,898,10571,1974,2704,1958,1647,4854,3904,7235,1646,784,4853,5538,1491,1173,432,4625,1907,3353,9496,6252
"TCGA-BRCA",1929,3171,2843,2725,968,10776,2394,2767,1716,1035,2227,3016,9156,1868,979,1424,1593,2846,1820,521,1867,2004,3716,7984,4767
"TCGA-BRCA",1454,1361,4064,1803,388,4775,1778,1718,1204,655,2660,1465,4066,1081,565,996,912,3494,728,468,1971,1608,1350,5465,5506
"TCGA-BRCA",2271,3997,7497,2409,799,10916,2761,5293,3156,1979,5756,3472,9072,4502,1250,1914,5545,8507,1851,1294,4542,3325,1817,16170,5432
"TCGA-BRCA",2923,6008,8876,3854,413,15662,4967,6627,1933,1306,3845,5780,6256,4620,717,3477,3728,6878,871,1892,6432,1850,3811,13366,12409
"TCGA-BRCA",1771,1703,5582,3128,950,10862,4411,3216,1295,710,2783,2457,5883,2411,2224,1344,1302,2651,1431,524,1480,1938,5497,11173,5731
"TCGA-BRCA",2148,2853,4095,2871,866,11244,2534,5611,1844,2130,4645,6716,9036,2335,1045,1414,3197,6806,1091,1150,2120,2007,2605,8478,9044
"TCGA-BRCA",4267,5853,11949,3862,1560,16772,6960,4781,2747,2725,6920,5235,10356,8106,2455,4906,3958,8262,2671,2248,9194,2169,3660,10843,13159
"TCGA-BRCA",3457,3267,7291,3474,1005,6255,2509,2414,1389,2899,2278,2307,6479,3410,798,1387,2704,4326,1508,684,3411,2509,3117,7883,6262
"TCGA-BRCA",3562,4639,3134,3700,1400,12023,4424,3279,1295,1690,5187,3273,10840,2628,978,3476,2821,5039,1670,1073,4852,2799,2259,4583,5707
"TCGA-BRCA",2521,2702,3699,2034,333,6661,2685,3391,1851,1615,3047,3823,4201,2717,787,1639,3409,3398,1634,736,1876,1947,1755,4337,3645
"TCGA-BRCA",7052,4609,7913,4585,990,7827,3156,5809,2308,1226,3762,7193,8661,3792,852,3979,2536,5864,3144,1145,4243,2991,5799,15418,6999
"TCGA-BRCA",3082,6069,12234,3739,1485,14982,5816,3543,3314,3059,5543,3421,10036,7241,892,3950,6457,7162,2192,2382,7757,5728,2564,9708,8604
"TCGA-BRCA",1771,2030,6079,2230,552,7774,2193,2331,923,821,2196,1436,3579,1809,553,1285,1175,2670,1148,575,2035,831,2064,7047,3914
"TCGA-BRCA",3595,2892,7219,4816,1946,10200,3584,3625,2041,1337,2927,4218,6617,4644,1293,1404,3042,2033,1249,914,4955,1668,3201,8272,5688
"TCGA-BRCA",3676,4437,10097,4429,1025,13507,6167,5822,2806,2258,5539,6040,7753,6185,1860,3911,4546,6421,1395,1900,6447,4088,3601,9790,10169
"TCGA-BRCA",4192,6639,9960,5721,919,10371,3911,5999,2531,720,3798,5075,14079,4110,964,6135,7438,4219,1978,930,3037,3287,4148,17840,8101
"TCGA-BRCA",1411,2161,6169,2537,731,12525,3004,2726,1650,981,2347,2635,3767,2812,775,1409,1731,3810,957,825,2396,1328,1745,14073,3862
"TCGA-BRCA",2062,5282,7439,4760,1033,14458,2160,4845,2803,1096,3632,4805,16516,5854,1739,3339,2207,7016,1476,1558,7388,2700,3084,11874,9082
"TCGA-BRCA",2847,2343,5987,2953,755,10207,3365,4055,1339,1160,3136,4318,5160,2764,1289,2197,2886,4500,1661,1126,2822,1933,2162,7668,5575
"TCGA-BRCA",4374,3633,4891,4134,1488,13591,8126,4747,1393,1646,7159,2902,7946,2981,1052,2057,3893,8295,1594,953,2009,2310,3840,10068,8547
"TCGA-BRCA",3882,3702,7068,3273,1195,13298,5325,5725,3205,1705,5267,6003,9397,6833,1908,1958,3647,5901,2115,1394,4117,3370,3719,10881,10008
"TCGA-BRCA",3980,4653,8935,4007,916,12338,4370,3459,2646,2066,4848,3853,5610,5011,1019,3530,3877,5900,2989,1713,4733,3004,2863,9046,8428
"TCGA-BRCA",4070,2184,6147,4576,829,9361,4588,4714,2197,1306,3050,3120,7071,2500,927,1637,3875,4431,927,690,3537,2399,3291,13422,4373
"TCGA-BRCA",2641,2750,4477,2972,659,11524,2993,3040,1634,1550,6457,3202,7683,5134,1537,3718,3973,6490,1599,1065,3027,2241,4586,9432,5201
"TCGA-BRCA",2552,2961,5839,1584,679,8863,3706,2037,1606,1702,3224,2010,5530,3769,976,2723,2701,4681,1280,1077,2794,2332,2283,6357,5850
"TCGA-BRCA",3601,3658,5303,2231,434,6175,1946,3854,2703,963,2903,3509,5321,2881,639,1801,4035,2941,1618,804,1903,1892,2475,9520,9345
"TCGA-BRCA",3291,2830,7422,3604,971,11468,3897,2730,2224,2199,3506,2486,5948,3598,1156,3656,2726,5246,2058,1320,3688,2570,2795,11645,9686
"TCGA-BRCA",2134,2788,5376,2696,1261,8331,3837,2847,1459,1718,4503,2209,6122,3401,1734,1352,1729,4311,1735,787,2516,2546,2460,6027,4063
"TCGA-BRCA",2169,2066,4924,1921,651,7560,1848,2026,1189,989,2430,2812,2971,2959,1068,1949,2204,2967,1320,850,2956,1484,1873,7009,6532
"TCGA-BRCA",2038,2017,5703,2534,732,7672,3698,2072,1702,1844,2793,1669,3301,4533,1778,1441,1996,4210,1218,1132,2571,1664,2540,7108,5419
"TCGA-BRCA",3715,4204,17443,5242,1100,12241,5611,6842,2752,2555,3630,6617,7848,8457,1810,2564,5536,3689,1750,1528,4274,3313,4121,18458,11895
"TCGA-BRCA",2614,1080,4536,2126,653,6022,4670,5043,1690,633,2955,5347,6926,2733,485,1837,2947,2272,1332,684,1605,2003,3071,10870,6037
"TCGA-BRCA",4124,5511,8131,7791,1488,11937,4522,5001,1894,1710,8154,3948,10212,5430,1602,3229,5687,7894,2278,1706,4975,5496,3999,11779,6095
"TCGA-BRCA",3789,6750,8727,4030,762,11611,1934,4213,3538,1720,1917,5457,11211,4317,1533,4521,3193,5448,2047,1002,4310,1824,2409,7780,7729
"TCGA-BRCA",2797,5660,7717,3967,1075,9762,3335,3514,4959,1400,2203,5353,7578,2442,1324,3350,4146,4735,1225,1482,5294,1882,2496,18375,6764
"TCGA-BRCA",1822,2926,3436,3001,687,4544,2214,3809,1620,958,4688,4157,5361,1816,829,1286,2014,2548,810,843,4559,2537,3280,6702,4035
"TCGA-BRCA",2954,4260,4986,3619,1205,10225,3778,3793,1606,1455,4426,4640,6024,3317,861,2630,2541,4989,1387,1720,2891,1359,2840,6781,6563
"TCGA-BRCA",3239,6321,10189,4879,981,9752,3430,6466,2429,1583,4262,6485,12003,4499,1330,3296,3528,6525,1870,939,2832,3187,3340,7103,7677
"TCGA-BRCA",1643,3128,7817,3565,599,9450,4568,3905,1943,1635,2361,3750,7181,4574,712,2087,2356,3371,1067,765,3213,3069,2315,8784,9255
"TCGA-BRCA",3509,3761,6844,3421,662,6849,4531,2673,2142,1308,4305,3234,9787,11021,985,2988,3672,3990,1725,1406,7972,1583,3460,8455,6071
"TCGA-BRCA",2147,1556,6133,2528,435,6952,2299,2981,1697,964,2533,3034,4012,3308,718,1627,1919,3234,1535,1077,2718,1106,1919,6145,6286
"TCGA-BRCA",2711,3589,3928,3489,912,5874,1566,5936,2041,994,3869,7776,9771,3963,640,1566,2490,4200,930,853,3945,1709,2896,9046,10147
"TCGA-BRCA",2263,3441,6142,2080,595,6954,3720,2554,1468,1385,2497,2322,5159,3587,566,1953,1279,4364,1208,785,2512,1698,2894,6985,5491
"TCGA-BRCA",2047,2535,9810,3889,687,9415,3542,4427,2284,1929,4047,2634,8453,5180,839,3478,3612,3021,1247,1066,3779,1887,2898,7025,4364
"TCGA-BRCA",2369,2452,3826,2256,793,8859,2387,2655,1632,1202,3670,3228,6852,2795,855,2326,3138,3702,1207,825,2432,2565,1712,8776,6511
"TCGA-BRCA",2851,3127,7585,3894,1092,17769,4332,3995,2186,1600,4873,4012,6338,5237,803,3029,3028,4695,1792,1416,4441,2385,3796,14057,6587
"TCGA-BRCA",4212,2609,6738,4315,906,14631,4485,2973,2399,1286,5092,4648,8802,3528,1342,2738,8701,3743,1881,1009,4917,2914,3788,10282,6917
"TCGA-BRCA",2448,2900,6377,2497,915,12867,2650,3975,1853,1706,2904,3929,5090,2974,952,2558,3389,3575,2082,1251,3057,3458,2085,8336,4545
"TCGA-BRCA",4781,3647,5141,2803,1183,9996,4188,4858,4881,2525,3715,5567,10011,4945,2096,3753,6717,5402,1683,1219,4162,3474,4532,12203,5958
"TCGA-BRCA",3547,4151,7025,3100,827,10448,4363,5431,2517,1633,6525,5318,6617,3728,989,2933,3160,4300,1784,1013,4139,2873,2910,5732,6025
"TCGA-BRCA",1889,2236,6820,1895,350,4495,1753,2304,1723,1103,2619,1873,5541,2285,710,1718,1763,1938,1082,966,3747,1644,1383,5548,3002
"TCGA-BRCA",2203,3475,7540,3007,596,4410,3261,3016,2366,985,3654,2714,5909,2015,853,3004,2335,3552,1174,948,2199,1545,4145,12419,5052
"TCGA-BRCA",3408,2410,8359,2816,1315,11993,4999,4433,2425,2182,4836,4218,6376,5034,1115,2259,2822,4391,1898,1182,3453,2910,3397,10263,5768
"TCGA-BRCA",2792,2798,3929,4957,1094,10059,3412,4206,2122,1445,5881,3216,9521,2572,779,1050,2493,6370,945,646,1461,1980,3066,7583,6753
"TCGA-BRCA",2232,3040,6350,2694,693,8461,2477,4533,2260,1422,3488,4069,6655,3945,577,1693,3044,5104,1584,1150,2940,2018,2616,9937,6718
"TCGA-BRCA",3416,2125,10245,2864,713,11224,2674,3422,2527,1649,2644,3471,7646,6943,2448,1805,3081,3387,1639,1014,4303,2793,3589,8430,4130
"TCGA-BRCA",2308,2850,3568,2003,645,4898,2684,2117,1660,1027,2883,1519,7200,3811,991,1681,1709,4196,814,561,2311,2255,1848,9416,4121
"TCGA-BRCA",4983,3047,9725,4345,1029,22588,5936,6482,2594,1336,4499,5665,10330,6734,1939,3393,3114,5905,2185,1400,4168,3760,4217,14585,5515
"TCGA-BRCA",2293,3344,4924,2957,747,10459,2671,2687,2055,1473,2804,2510,5392,4140,1343,2020,2642,4699,2222,1031,3355,2569,2595,12589,4926
"TCGA-BRCA",1870,2740,5038,2624,402,5681,2788,4530,2010,2133,3481,3588,6251,3186,768,2339,2092,4860,1511,990,3464,1614,1817,5842,5230
"TCGA-BRCA",2461,3096,7009,2682,727,5376,2218,2476,1470,1271,4939,2433,4982,2942,740,2630,2184,4077,1609,1216,3334,2375,2298,28483,4398
"TCGA-BRCA",1841,2639,8683,2585,722,4986,2780,2812,1445,1360,3187,2846,4803,3316,520,1315,2223,3262,1218,1031,2533,1631,2500,8436,4387
"TCGA-BRCA",2647,4832,10432,4290,1352,7130,3130,4954,1870,2847,6102,5294,8628,6118,1905,2009,3517,4738,1536,1690,6895,2759,4553,6669,5359
"TCGA-BRCA",2901,3647,6783,3072,892,12812,4479,4064,1915,1839,4417,4393,6588,4842,1515,2409,3917,4270,2205,1377,3756,2939,2218,6341,6273
"TCGA-BRCA",2701,2896,4528,2379,581,9235,2801,3140,1470,1325,2910,3788,6611,3918,1309,2016,3362,3662,1389,885,1924,2500,2033,6732,5215
"TCGA-BRCA",2620,1939,5743,3042,521,9909,3197,2645,2308,1318,2978,2401,3734,3231,804,2333,2452,4761,1646,942,2553,1919,2147,9545,5321
"TCGA-BRCA",2158,2007,4604,2049,503,7044,3271,2147,1370,864,2567,2374,4160,2176,843,1549,2349,3778,927,861,2264,1999,2133,7223,4954
"TCGA-BRCA",2091,3132,6899,2273,814,7898,3859,3466,1855,1437,3237,3890,6178,2058,921,3416,3202,4241,1492,601,3007,1451,2393,5697,6395
"TCGA-BRCA",2363,2422,4425,1606,470,5783,2635,3260,780,965,1547,3935,2944,1174,305,1305,3249,1913,722,426,1743,1744,1963,5985,2965
"TCGA-BRCA",3248,2531,7819,2473,834,7865,3070,4036,1568,684,3344,4365,4787,3924,914,2292,2400,4123,1307,1014,2915,1844,2259,7796,6825
"TCGA-BRCA",3459,3930,9631,3654,1127,13910,6783,4246,2146,2281,5274,2910,11969,6119,1392,3162,4976,7274,2022,1193,5434,3277,2695,8672,11599
"TCGA-BRCA",3566,3936,5633,2428,1132,8924,3608,4793,3121,2884,4682,5096,6402,4029,1601,2579,3788,5553,2787,1367,4158,3067,2457,9667,5535
"TCGA-BRCA",2367,2543,5907,2071,571,5840,2584,3243,1851,1103,3123,4384,5560,3127,1155,2039,1992,4151,1448,1130,3205,1586,1433,5666,4665
"TCGA-BRCA",2721,3630,6476,3935,747,13012,3621,4395,2143,1804,4785,3805,8365,4094,896,2116,3359,5612,1657,960,3676,1910,4066,10653,7160
"TCGA-BRCA",3558,3104,5878,2310,826,14348,3049,2900,2207,2001,3690,3548,4798,5701,2173,2231,3151,4366,1949,1461,3625,2935,2374,7241,4140
"TCGA-BRCA",1717,2029,2763,2721,961,9197,3029,2633,1391,1121,2733,2677,3757,2694,1035,1524,1616,3799,1057,535,1875,1757,2078,7881,5338
"TCGA-BRCA",3734,4633,10772,4494,1393,19373,6323,6123,2696,2190,5875,7043,6926,9743,2541,3284,5352,4546,2501,858,2891,7757,3874,16806,5502
"TCGA-BRCA",4018,3830,8730,3591,1179,11728,4767,4981,2675,1931,4793,5765,9438,6197,1628,3023,4744,6184,2606,1397,4557,3004,2999,9070,7259
"TCGA-BRCA",2179,1868,6062,4804,800,11149,3613,4190,3058,3631,3338,3252,5342,3935,584,2967,4414,5572,1349,1033,2041,2101,3451,7393,7996
"TCGA-BRCA",1816,2268,5912,2617,576,7446,2565,2003,1536,1222,2690,1590,4087,2503,848,1479,1588,3318,1538,560,2290,1765,2294,6491,5210
"TCGA-BRCA",1666,3035,5439,3216,682,5153,3975,1931,1084,646,2484,1735,3970,2363,546,2107,1310,4375,963,569,3023,1632,2308,7580,4109
"TCGA-BRCA",2115,2162,4888,2377,742,7276,3594,2166,1245,1227,3302,2052,4224,2831,675,1904,1767,4430,1282,798,2760,1611,1983,6586,3855
"TCGA-BRCA",2594,2877,7323,2761,818,11322,4497,3460,1518,1508,3820,3342,4590,3626,996,1848,2077,4756,1804,1031,3119,2180,2746,8624,7127
"TCGA-BRCA",2175,1813,4443,1985,594,6820,2353,2672,1093,791,2539,4243,3489,2225,763,1084,1819,2454,1712,788,2011,1289,1989,7104,2543
"TCGA-BRCA",3461,4704,10414,3879,1239,11692,3107,3444,2039,2141,5164,3523,6873,6977,1250,2411,3510,8493,2072,1471,5849,2125,1411,8481,9327
"TCGA-BRCA",1289,3313,4956,2168,578,5100,2076,2138,1762,864,2269,2909,6436,1759,797,1370,1962,4717,1487,544,1882,1475,1585,6332,5291
"TCGA-BRCA",4114,4021,11571,3411,1308,12403,3640,4272,2158,1897,4034,3810,7572,5217,1268,2979,3044,5613,1924,1447,4113,6281,3872,12532,8951
"TCGA-BRCA",4795,3528,6843,3115,967,11017,7294,2978,2328,1629,4393,3986,4915,4815,1384,3538,3733,5003,2260,1332,2902,3502,2887,10499,5398
"TCGA-BRCA",1915,2709,12621,5046,798,11998,3653,6030,3059,1385,4195,4629,8568,3707,857,3329,2552,5297,1391,577,2005,3169,4035,15648,5480
"TCGA-BRCA",2412,5553,9178,5698,978,18658,4076,2781,2207,1692,6388,3053,5593,6450,1537,2787,3956,6915,2049,1367,5501,4360,1716,12117,5504
"TCGA-BRCA",2618,2230,6663,3813,582,6911,2745,3137,1514,2150,2583,2489,6772,4915,1031,2114,3882,3640,1622,998,2277,2780,2530,7419,7479
"TCGA-BRCA",2688,4047,5289,2419,764,6072,3546,4866,1398,1982,5792,5596,4479,3007,738,2346,1765,3044,1218,743,2060,2079,5001,8188,5900
"TCGA-BRCA",2473,1744,4051,2542,298,6166,2474,2485,969,1053,1717,1795,4492,1767,466,1864,2183,2384,973,407,1408,1687,2596,5814,6892
