"project_id","ENSG00000042832","ENSG00000198804","ENSG00000115414","ENSG00000198886","ENSG00000153002","ENSG00000108821","ENSG00000198938","ENSG00000164733","ENSG00000168878","ENSG00000120885","ENSG00000164692","ENSG00000198712","ENSG00000198727","ENSG00000168542","ENSG00000198763","ENSG00000156508","ENSG00000198888","ENSG00000110484","ENSG00000198786","ENSG00000075624"
"TCGA-OV",66,1102480,135911,1289833,12,308880,585219,91828,29,177762,119484,659821,884645,93537,643550,151069,510996,6,276089,227839
"TCGA-OV",29,408407,69369,271436,1815,593983,175871,28819,48,89636,181202,188287,166542,73834,86961,165211,112246,2,59884,272609
"TCGA-OV",180,2014196,510311,958607,46,2654958,835630,121351,37,213226,1001003,1065344,520012,762340,396726,578498,630663,5,213087,750418
"TCGA-OV",28,1257384,114357,983279,1,509178,637728,26419,5,10737,171596,430767,613826,155011,416200,168986,433454,1,197506,281514
"TCGA-OV",28,712782,33218,654381,12,339645,589712,126681,864,275647,121793,692069,276727,73055,295090,332480,436171,22,118226,513605
"TCGA-OV",75,1326707,118211,716018,10,733057,796134,191913,659,443090,223359,812659,415474,161963,305592,289223,305226,21,179946,569651
"TCGA-OV",9,1230327,52205,767981,107,89738,708343,49091,3,61734,31300,653595,332019,16277,290919,240212,498182,1,100295,173481
"TCGA-OV",5,1268161,18841,619828,1,15982,505796,75558,29,143312,13528,310314,258361,4218,344381,384052,567843,0,131325,279261
"TCGA-OV",26,1691928,20748,1708223,1,289593,628938,77893,55,245145,157547,1013949,457862,44995,508747,262233,445451,6560,276498,399417
"TCGA-OV",11,903304,6550,578473,4,31370,419691,23433,13,23763,20073,309170,298179,7255,325944,297066,360978,6,141823,409938
"TCGA-OV",422,1816450,37479,1123804,24,70855,609063,109234,990,96527,51944,633167,560432,18266,538366,347097,570961,6,279582,644174
"TCGA-OV",25,2347843,12075,1547406,5,101573,690939,52824,19,779814,56510,631094,1082798,23855,874608,474089,819197,0,575562,489617
"TCGA-OV",16,1228730,38451,523389,0,39215,415788,114941,522,531628,16014,288788,254014,5604,442945,235917,534798,0,126291,344182
"TCGA-OV",23,745698,124117,588639,0,442910,394931,44600,28,9337,145254,256432,251092,121607,203515,138917,162679,3,123439,221580
"TCGA-OV",201,1259395,7134,1152464,6,34276,661128,23747,36,49209,18672,742979,718368,9332,532917,101618,464442,826,306571,211837
"TCGA-OV",2,674429,5025,580534,6,27059,303500,56060,81,266345,12026,314023,264309,4943,251432,289578,281754,4,164129,210654
"TCGA-OV",1639,1367009,45830,939940,37,18284,618544,191756,49,594756,16477,419217,357738,7336,321038,184110,444132,16,210566,406848
"TCGA-OV",270,2454056,5546,2017794,368,35887,1345986,234002,5970,231262,27271,1180106,1013729,9270,876757,364816,826069,2,546251,305280
"TCGA-LUAD",27,294612,232482,146580,2,229347,154394,174122,108719,2498,154304,124530,60795,204615,41627,312331,56679,0,43937,563262
"TCGA-LUAD",27,163001,79655,106073,118,90300,106085,52176,470917,2199,70710,73942,74726,88429,48076,116697,39377,0,40225,234551
"TCGA-LUAD",46,721654,351378,436951,1,293953,373284,243655,59621,10186,160041,339336,206237,188763,179623,642665,100278,0,167032,993464
"TCGA-LUAD",111,693083,304480,443771,26,234211,386734,110381,101030,56851,160705,274821,219347,189063,169730,370474,177564,0,216614,641731
"TCGA-LUAD",24,262630,123838,191786,3,312576,125038,52720,69157,4674,180893,143808,118335,235259,81274,106713,59192,0,61927,276199
"TCGA-LUAD",25,211408,163516,194008,11,348166,86247,69535,704481,5515,237149,74169,82328,357499,97173,169887,80514,0,43740,233555
"TCGA-LUAD",17,199828,119559,147499,2,116908,85946,50378,276031,811,70811,70041,72046,100671,117297,203605,78992,0,56829,258698
"TCGA-LUAD",61,355683,334249,189917,9,459644,192755,163002,559517,21280,294932,117234,100836,382233,75117,399966,92719,0,70114,614481
"TCGA-LUAD",161,800171,619553,515072,35,128120,339495,296097,81426,39879,96423,285002,294257,130480,209410,541138,218285,0,214907,557002
"TCGA-LUAD",31,172685,104385,138120,9,100799,43731,70399,27370,2522,64679,61522,48462,66033,50343,106210,67791,0,67442,182810
"TCGA-OV",195,498494,6356,329346,6,81328,163884,19262,747,3913,44652,233145,165352,22911,147034,397178,189750,0,96320,212186
"TCGA-OV",46,1280835,57555,614322,178,50891,851783,317063,164,44125,18061,528844,357877,7230,287739,745455,337820,0,174517,900074
"TCGA-OV",22,582792,7077,494008,808,14051,624083,34359,24,646898,8366,563177,177004,3295,234051,630734,357307,282,92462,438409
"TCGA-OV",110,871332,81028,480531,343,432347,460153,71956,46,61665,94523,443651,204767,124812,186164,348344,233304,0,112177,588106
"TCGA-OV",75,723454,23859,467982,1414,137546,558731,102958,83,301951,70917,451491,206756,42394,189583,902419,252744,8,91368,396298
"TCGA-OV",91,1386518,85569,903980,2,233291,542149,61077,25,189668,113563,447124,444190,57364,531494,1279337,714107,24,270533,372371
"TCGA-OV",36,1110353,23537,1629811,2,81525,539720,82680,2,27030,60852,832830,863570,27872,974687,244103,412440,112,278671,191862
"TCGA-OV",29,656962,17821,626059,70,26967,272249,70084,10,309765,35662,322284,241303,10245,332755,394580,266038,3,260877,235938
"TCGA-OV",99,1139440,106854,939602,1,225601,505766,120709,104,64056,96778,440493,340075,61581,423764,269105,541453,2,210142,362156
"TCGA-OV",91,675680,28257,598925,2,258444,310155,52823,10,30264,112567,252467,294172,40081,330691,508420,493653,3,163614,256661
"TCGA-OV",28,650678,26941,477665,5,222732,362938,55743,8,26454,91691,294864,212618,50031,275861,570588,272445,0,87149,909424
"TCGA-OV",21,468377,44329,296587,6,41489,361155,155505,41,146006,22275,361331,245691,18966,113463,620097,120235,0,42666,420413
"TCGA-OV",14,865409,5284,577096,228,79749,384346,29849,3,17068,48835,425113,262220,22172,291304,348757,321873,0,71800,429559
"TCGA-OV",24,982056,39289,616846,194,102501,453435,69985,97,249673,48936,495475,399196,30976,235355,479460,132996,98,106293,512706
"TCGA-OV",15,304698,29573,182458,17,114455,119436,19600,5,12495,67637,96261,77618,36666,92843,284391,120070,4,66332,191382
"TCGA-OV",221,671012,19222,390172,6,70873,580839,86670,5112,204031,42394,330683,256605,22795,208873,636563,244300,23,67955,408124
"TCGA-OV",564,928258,125989,498486,57,335360,645961,165147,9737,137629,112291,598795,290910,84631,287320,727242,234906,0,105028,1101483
"TCGA-OV",6,479997,27173,434861,11,82344,236854,26551,8,199860,44293,193220,197368,32792,217662,124699,232686,0,134052,112554
"TCGA-OV",18,759854,9312,559616,1,37377,358282,35033,168,50237,19579,330791,245843,6819,280916,273800,379066,0,159947,170027
"TCGA-OV",6,1693578,16957,1067166,35,85847,669225,105247,35,507832,71539,1188791,359960,22418,506384,541665,517063,73,308423,379742
"TCGA-OV",8,1965661,7257,1367870,0,123763,782548,49999,120,7560,58293,871218,933574,27477,468858,78235,587126,20,284792,256334
"TCGA-OV",42,2024135,2190,1413962,25,29448,1320515,91295,9,43627,14309,1305108,801237,8812,431464,708274,502258,415666,271445,545296
"TCGA-OV",13,425581,7972,443183,37,37541,186457,33535,10,158267,19929,539297,115991,8851,159390,135454,145298,332,123344,126018
"TCGA-OV",3,222528,1330,163701,5,15149,62513,41313,28,31284,11514,168289,61450,3323,53092,252090,60016,25,29533,144266
"TCGA-OV",141,1089080,6686,887105,105,25784,639643,75751,14,682157,12677,509378,482640,7985,448438,252165,398754,0,196111,329388
"TCGA-OV",62,703766,45574,576248,49,155063,619531,63765,11,128302,63904,380894,244499,50112,213096,156200,349098,2,68761,293394
"TCGA-OV",7,271264,14401,214801,23,129725,236093,59596,4,134781,40376,187568,124441,18697,161800,285621,108548,1,29274,230525
"TCGA-OV",120,651474,38792,231591,16,161987,309550,18436,19,23519,103176,185049,142067,63599,79524,158801,183616,0,41784,156563
"TCGA-OV",140,3222446,38985,1774477,19,104839,2492208,132168,17,669597,38555,1535692,1141051,24765,757709,413126,1196562,33,285721,611524
"TCGA-OV",11,1680899,12027,1404292,3,147462,902670,79195,618,30868,47366,908218,649859,40045,667664,344233,624926,1,234114,359926
"TCGA-OV",6,106755,10497,86035,312,18351,49407,18933,0,65685,12582,76325,26048,7612,36352,99927,53232,0,18463,132971
"TCGA-OV",1,1000238,6523,882227,2,43452,443811,48921,20,588852,13503,539624,399496,8959,530554,127209,517378,27,266215,359356
"TCGA-OV",12,960170,3335,627561,1,42591,262844,47847,34,198886,48195,264872,229719,7325,260396,449026,317046,1,174023,304597
"TCGA-OV",13,812305,5507,371525,10,15128,473392,42975,164,263702,10120,374422,159062,4823,99058,215720,174312,1,55236,263208
"TCGA-OV",28,491318,223087,437589,24,625972,206836,78038,16,32600,299049,173239,196054,250702,193070,541613,188563,5,73143,264763
"TCGA-OV",13,1273890,40229,724396,13,153078,793649,38661,52,201013,65974,413888,455191,47537,308582,212642,560300,28,200444,176749
"TCGA-OV",24,917295,14286,780226,6,97032,320227,29839,9,50780,34814,413808,384121,28779,422743,297848,469233,0,184629,214909
"TCGA-OV",75,1094710,23567,822871,3,147445,695101,37108,331,318245,74918,903607,415424,28813,460440,352756,542838,8,121591,493582
"TCGA-OV",10,617623,4507,471854,3,73067,301183,11307,15,22121,29896,275156,270615,25802,268986,104346,234530,0,115925,150558
"TCGA-OV",4,672398,7443,447681,45,12508,374906,57046,33,216040,12355,428520,296763,4437,194653,89120,273052,0,126269,155408
"TCGA-OV",190,1130343,57657,1040790,155,300617,454726,45184,45,110831,110034,477773,304914,89163,374468,149290,357557,0,155132,474282
"TCGA-OV",22,1467682,202603,1608316,4,1313793,1329130,78413,6,82916,639539,1032269,763183,446003,699397,178504,683224,5,152032,517819
"TCGA-OV",21,706794,74365,755272,15,276795,427360,18896,79,66785,142445,437681,284356,150726,552663,231836,614505,5,100998,317025
"TCGA-OV",199,1504962,31975,1202364,2,61262,735761,219863,1147,2167989,40876,713943,499091,17564,571596,284251,579249,43,199105,890708
"TCGA-OV",131,627024,17477,448171,11,37317,274434,32535,5,51889,17713,322872,181442,10734,224602,192269,285076,6,57374,219335
"TCGA-OV",164,1968646,367382,1466286,27,962806,685972,80255,789,222273,387399,734152,709597,255739,765047,221043,729399,26,453140,495491
"TCGA-OV",22,408868,144762,256728,1,291515,308845,119857,88,24596,96160,294165,177032,66042,109420,110306,128158,1,52417,619695
"TCGA-OV",129,798560,4782,650751,5,60029,331286,101601,494,264695,63867,363937,226688,10386,442438,983241,461875,6,140565,282063
"TCGA-OV",46,1241569,69784,1166172,12,94326,479338,147591,12,277031,45882,755241,648754,24135,396382,593888,361162,0,214272,743965
"TCGA-OV",390,3031869,755786,1688409,590,2637420,1265173,171005,162,112332,807789,1174780,663865,530039,501661,571283,1106862,3,174510,1681948
"TCGA-OV",1683,344913,4367,504415,15,15938,183000,104233,105,856822,20362,244757,132542,2930,213250,242565,244841,14,86718,246620
"TCGA-OV",145,306765,46090,203918,34,210383,167758,79954,67,52797,69227,166719,75967,64134,66752,215016,97958,1,59144,334901
"TCGA-OV",41,846250,71890,761735,35,247315,649580,33630,3,5789,105756,403615,385206,84759,323925,364933,547973,0,139746,231146
"TCGA-OV",290,1333896,256786,731304,8,929568,436739,149113,32,300074,319638,450589,389000,269592,426938,224970,323056,9,214291,818946
"TCGA-OV",8,1080763,6735,1030421,3,33715,1663436,33817,18,16942,21027,812420,901992,22382,660037,346354,981697,2,208401,310316
"TCGA-OV",21,926977,74614,837877,10,72251,548404,31976,9,495278,26507,266608,337291,22627,285230,517562,382525,0,154789,203889
"TCGA-OV",25,653274,106442,598329,12,409162,249590,106037,49,242837,158596,499098,420469,120664,350708,266039,333533,28,106887,664804
"TCGA-OV",34,1626825,22790,971366,2043,194996,784592,39758,7,45417,71894,710554,568803,35202,458842,412300,544848,0,156276,406234
"TCGA-OV",179,2297832,105589,2266083,4,852656,1841914,79032,60,402661,325308,1434794,1807965,241250,1214686,640376,1417085,0,394783,1065025
"TCGA-OV",94,1196506,84573,1028780,33,759863,494831,76857,15,74032,283489,595974,407451,251232,419414,266887,527304,7,199655,471365
"TCGA-OV",18,710630,86976,476833,7,307419,479854,20091,4,6886,106258,260938,364659,82295,188643,351614,245979,4,111303,280213
"TCGA-OV",206,1267471,21123,1044064,11,95516,610810,75558,26,151563,38459,784286,402183,32475,338393,196663,292826,14,159200,371396
"TCGA-OV",28,486991,4576,881368,354,28927,228438,75912,132,107561,15235,601577,259255,6289,440596,558298,284457,19,106708,425431
"TCGA-OV",47,1098063,49178,1220019,1888,219983,525227,66547,545,152967,70443,499994,721124,49117,490412,337953,473424,0,206985,509671
"TCGA-OV",5,780819,6223,603273,0,15433,201728,29663,16,87232,9069,532155,378469,6645,427182,123752,258970,13,137939,312477
"TCGA-OV",18,1201306,31618,1024328,0,197264,414019,107610,11,1416224,100710,777005,562467,72937,579083,295322,976676,120,306057,443601
"TCGA-OV",85,1084921,98469,764285,216,926051,469519,74244,40,60823,291979,537948,370979,322411,341237,359407,415207,0,86183,723774
"TCGA-OV",46,1963475,91998,1609392,1342,596659,846378,69718,119,101322,180987,992793,836284,163096,535195,245547,490782,20,355731,558273
"TCGA-OV",65,747899,155796,656281,9,487468,310703,45972,13,37618,187610,229753,312456,215622,301514,432337,380420,0,137546,256651
"TCGA-OV",23,256802,3733,193192,1,17730,180614,128131,342,62555,9844,145741,121988,5986,123985,156203,127888,7,45847,195258
"TCGA-OV",37,262563,63919,138030,12,92082,198748,103706,27,79180,66147,158557,73545,63300,89384,370596,96343,164,32337,364053
"TCGA-OV",68,849861,34171,1207461,12,83411,376561,31150,76,129592,33107,567176,269823,22338,273976,480687,239790,147,195911,541314
"TCGA-OV",177,1531369,129964,839524,481,721422,358473,92477,152,249244,259791,394301,244922,193542,203104,328066,213805,2,223730,591257
"TCGA-OV",5,939002,73782,1034939,6,188024,552819,71260,10,40441,98189,309456,307069,103668,389363,320431,896012,33,135276,493982
"TCGA-OV",50,292855,21475,156363,332,17412,107937,54724,918,175068,6597,138346,71781,3351,70203,106778,69445,49,47216,397093
"TCGA-OV",277,530524,113243,359648,924,419408,324553,39447,492,72090,153303,254895,134615,146572,188244,329935,278542,1,79701,398635
"TCGA-OV",61,577038,41461,429830,182,169960,243660,242519,15,510227,73814,231689,287313,40003,266412,304857,134531,0,120040,393308
"TCGA-OV",8,1148528,19599,922569,2,105287,395814,160482,125,202042,71143,313707,312723,40915,369830,796643,512294,7,238552,407551
"TCGA-OV",28,1180045,32626,794166,4,133635,586519,91532,28,148339,77992,390214,363758,40199,303602,785267,277388,2,160946,388577
"TCGA-OV",2,946036,8622,648735,9,51387,594016,15225,1,19812,134127,483523,355815,20966,319816,146828,463931,34515,72335,238700
"TCGA-OV",25,1103769,47788,901970,37,161711,454542,86208,16,730752,54951,498725,427128,39519,474347,477175,510359,5,381134,311747
"TCGA-OV",34,901828,7523,903633,2,60744,389683,23015,124,198132,29411,458071,385877,11739,569058,142960,620387,1,221085,141930
"TCGA-OV",34,719007,4603,340983,12,40823,368336,37373,54,91555,17534,342376,293826,8027,175276,434889,277240,269,103213,112071
"TCGA-OV",39,1088055,72230,753929,18,548304,584303,79756,55,804787,189240,610163,387758,74207,273873,271743,253467,43,175930,404391
"TCGA-OV",54,979437,255740,574673,6,294702,384039,109996,221,469619,118390,372783,276229,68549,330580,377223,269281,8,142688,268709
"TCGA-OV",17,550578,8163,589723,12,23676,445956,30862,43,176185,45568,458275,303003,10000,193290,220165,208575,12,116283,303089
"TCGA-OV",26,848070,22184,655769,5,211973,441891,126117,58,195051,148268,263566,351032,39865,381692,518583,312540,41,212911,212239
"TCGA-OV",20,972466,20227,863948,13,122980,321404,66725,37,59514,46328,510504,373623,33913,344565,447362,453039,0,183997,317089
"TCGA-OV",172,499508,76992,486198,12,24127,327286,119057,421,1083197,20752,519481,198317,5959,198094,345461,220840,2,125040,581920
"TCGA-OV",19,301674,5956,216476,53,12539,235631,61955,38,124903,6311,197321,110096,3271,60281,149033,83829,1,55116,194315
"TCGA-OV",50,836713,74737,545333,102,253001,357570,72650,24,22198,87060,380566,285712,56608,297327,205172,346650,0,131487,251096
"TCGA-OV",71,1141918,35196,612176,8,119006,529691,87010,27,243102,63104,309127,275760,25413,248883,828413,323397,0,207374,447203
"TCGA-OV",46,1530685,38581,1396934,43,428199,466020,47447,18,96033,191188,512943,437633,78835,555781,423833,577978,0,272002,499279
"TCGA-OV",30,1000432,171133,600019,29,567347,341415,61938,22,14607,248199,865178,493534,160110,326223,203745,303185,8,68920,286895
"TCGA-OV",34,1619372,49397,1115825,14,205675,881468,76418,190,96228,96937,782517,507849,48258,489074,271179,675325,5,307345,305953
"TCGA-OV",26,1052022,15948,877197,1,75894,377668,211938,120,89950,34307,529120,469374,20423,529262,238492,491254,3,284778,407998
"TCGA-OV",107,1069322,19472,786592,232,144480,334005,31954,24,71998,78739,475989,249924,50659,391020,361685,595535,39,158223,340066
"TCGA-OV",93,1803419,152826,1250868,13,726492,695503,134630,28,1106242,353011,722561,504517,264948,424185,680732,352914,16,429364,506951
"TCGA-OV",25,1133542,189410,636905,0,480009,609292,165361,27,69428,217725,531355,388970,105543,444692,349305,370616,21,143485,570264
"TCGA-OV",146,887654,2328,651197,287,15039,624599,42153,108,242075,15222,649348,189860,4357,162162,598789,127225,1,117681,241865
"TCGA-OV",33,914534,48101,977048,178,365729,668216,53349,2463,31527,140593,584759,541972,180105,633529,236566,422815,5,196624,352799
"TCGA-OV",113,1482735,201562,1356085,10,785001,672965,76440,10,10372,298197,763239,474647,197496,677127,281119,858276,2,199288,380835
"TCGA-OV",175,1874012,7910,1311318,20,106982,667428,59169,48,234394,50460,573072,632961,20973,721993,645667,823213,223,364966,430840
"TCGA-OV",13,1017944,20921,752431,1,164342,435559,32769,34,17258,79502,332562,379231,58839,362001,163352,420350,0,190219,190972
"TCGA-OV",127,646497,6633,911672,26,43774,394387,61262,7,334841,35306,323694,281706,10595,358508,252544,411442,190,173969,409379
"TCGA-OV",656,1573452,16088,1233502,73,127540,539792,50782,8,187115,63773,762112,661923,29501,723511,163053,583193,73,584564,287251
"TCGA-OV",137,2392551,208396,1791410,5,437779,819177,95709,99,76033,163020,686814,538376,76716,561520,467005,980919,10,247756,528174
"TCGA-OV",20,896346,9341,509922,1,39759,323353,48786,19,75058,31003,315820,217321,10988,226822,238104,231305,7,161705,209763
"TCGA-OV",89,510980,137130,451357,24,282508,173005,92864,61,87668,140784,183128,103335,130990,153162,394175,246220,14,72139,424097
"TCGA-OV",48,827647,275436,410646,27,718609,307757,50343,12,147576,253351,274014,274813,207052,225146,440410,289861,0,137193,506063
"TCGA-OV",49,894353,5207,685713,6,91188,394930,93620,12,168755,78138,444679,375819,14361,291316,405909,376662,0,145017,491386
"TCGA-OV",638,1281505,385733,1060845,2,1691920,626594,97814,336,369127,678179,442464,596432,542736,393083,605177,765440,6,329072,611427
"TCGA-OV",264,1723019,43013,905037,87,241320,544910,88848,66,515868,98227,562968,370894,48465,435509,249300,470138,260,279431,455537
"TCGA-OV",100,1116473,459840,873106,116,1623360,388261,92098,16,102859,458481,318483,495798,400367,480424,174736,519608,0,221333,373221
"TCGA-OV",73,1311060,35011,985401,27,117272,399478,61554,12,239566,80901,526237,377492,92658,621013,442559,506362,0,333911,256227
"TCGA-OV",12,786532,12243,577648,5,115094,325396,31495,3,67162,36941,466853,258376,34363,371037,1548326,307035,56,90890,201979
"TCGA-OV",65,797776,660196,847936,9,2240170,269779,173977,181,110127,970358,246583,367113,855724,290253,503227,368554,10,308807,656491
"TCGA-OV",37,1130858,8814,944670,11,51151,480944,32422,46,65791,25345,571801,344021,13338,413296,257195,698311,115,178464,178899
"TCGA-OV",14,942104,5360,745575,1,67540,304757,39423,37,46339,53458,288263,344963,14847,429381,182091,332298,30,248518,115743
"TCGA-OV",1135,1763173,41073,1074532,19,142526,439743,88132,27,247656,57429,408080,465153,48513,467475,332065,429468,1,418136,617087
"TCGA-OV",3,199803,1752,131926,2,8387,66684,27877,4,59429,6738,52827,69983,2722,100808,360808,98739,0,50266,165750
"TCGA-OV",99,1087815,535733,952514,22,954294,332048,120647,149,424121,379503,424788,359779,282712,410958,298137,431629,17,285923,361652
"TCGA-OV",16,682671,13682,331894,1,76598,255053,52724,123,94108,39344,224621,162183,15231,165775,404970,149513,2,86464,560718
"TCGA-OV",259,641280,441602,620896,593,536531,338806,135257,31,21080,362523,282859,213258,449098,286799,547882,327935,1,144569,423262
"TCGA-OV",33,1264238,30188,916472,57,38205,494424,97070,41,5827,16178,427234,430078,9404,312413,560326,524344,1,203912,365947
"TCGA-OV",24,854824,26006,601069,86,84677,270117,87400,6,198238,33945,356093,318505,27590,352608,344938,451449,46,117944,363165
"TCGA-OV",41,816167,36631,729632,7,75866,338077,74780,17,185378,46350,305298,342194,17540,313866,347538,425704,13,126610,372619
"TCGA-OV",92,817072,9049,505257,16,42577,339870,34700,82,96678,19942,274108,255739,11049,242442,148442,221480,11,143214,220763
"TCGA-OV",64,537986,25940,718163,1,108596,174615,64568,5,155763,47571,193007,232469,27398,194657,343848,274374,5,167875,529938
"TCGA-OV",72,934708,130890,733569,0,474506,489942,142961,47,483382,181708,276670,393866,153183,332056,398093,443951,99,217494,363376
"TCGA-OV",77,786486,241440,449855,425,884076,248623,83502,22,157007,406469,238143,126315,342273,148161,635470,178176,8,130198,328279
"TCGA-OV",129,736000,1283380,516877,1,584718,314805,193803,20,118000,253101,281020,313399,142910,340830,271355,216963,5,122977,470312
"TCGA-OV",40,1842373,6103,1371028,3,11318,1044196,120258,26,385307,39056,630788,869734,4249,496115,529335,556039,23,270064,300970
"TCGA-OV",6,387421,16060,244687,0,102897,215715,42979,2,3179,75608,156191,152745,23337,136252,487361,125396,3,36008,176699
"TCGA-OV",188,1308311,27295,980858,325,64805,612413,145739,35,427428,46466,579099,440599,24489,539356,601740,581353,26,249248,641097
"TCGA-OV",64,1100402,24916,881080,3,75063,299445,32181,63,190623,47058,405728,312125,17242,464351,873750,534471,27,311067,409348
"TCGA-OV",68,411753,163645,685310,58,314050,164366,84851,355,77474,118674,294733,324652,107987,803296,483668,358387,14,128598,513849
"TCGA-OV",9,1875583,69173,1248669,2,117155,938743,172218,34,44051,48155,849970,760702,22471,597041,335352,607054,6,227474,424862
"TCGA-OV",43,1035279,12800,947735,1,104664,363154,115593,55,298105,52275,406833,357479,31881,509081,706693,467213,39,305384,189192
"TCGA-OV",26,2574506,9685,2796732,139,7349,1278353,36011,9,233397,3626,1669353,1332937,2070,1261932,606513,1118695,129,402730,189393
"TCGA-OV",38,907630,142981,1204373,7,280985,327603,122774,31,78829,124377,362409,420639,88695,388023,617523,584249,9,254383,243260
"TCGA-OV",52,1223023,54516,597872,46,231756,393472,251138,54,76787,104063,333037,279666,43264,300079,272408,338294,77,201476,460530
"TCGA-OV",119,1566987,349598,1140146,340,1461208,655063,172106,14,326343,516078,674290,478659,570857,452787,413305,421752,5,299028,571897
"TCGA-OV",26,1039590,13994,737599,10,120035,491156,59956,0,77978,71570,396368,451129,30533,405848,152197,359645,1,243567,183234
"TCGA-OV",11,1155819,25687,974496,9,45611,422067,142802,193,123197,19169,358034,293872,20814,263981,305839,339379,14,178279,405501
"TCGA-OV",73,1071054,139192,1051510,7,1154246,451495,46512,993,58198,475841,400227,427285,413228,460514,542952,693141,4,224872,463195
"TCGA-OV",16,1363271,20399,769302,1,77985,510107,376261,29,257536,37723,442881,413029,15097,249674,557881,266394,13,210129,482346
"TCGA-OV",54,940076,80054,625668,45,799134,252008,97637,282,247873,333702,320484,215464,272417,315100,1014869,314931,11,208515,455983
"TCGA-OV",37,1396066,31708,910999,59,78609,602277,98532,70,227497,31038,522346,552032,27127,333921,414526,410297,7,256461,469801
"TCGA-OV",413,1085777,11770,652476,2,190465,470662,71120,18,15567,101941,358484,369874,39602,370663,313858,232507,9,151792,199766
"TCGA-OV",19,578434,119272,480822,0,384015,230107,60852,191,64017,125485,199948,236925,133726,287715,580860,369112,0,164400,272575
"TCGA-OV",33,1077067,46159,801929,85,553639,498267,20025,18,37352,192433,420869,353753,217761,265911,281046,229342,2,255527,392717
"TCGA-OV",34,533268,92200,518605,75,196536,180844,70150,17,30592,111586,156912,189354,57740,159262,258933,191952,15,155090,190168
"TCGA-OV",42,1563133,189977,991811,3,525462,612045,106636,33,48808,202642,431542,572198,171965,519351,558583,791341,4,292831,444740
"TCGA-OV",301,762191,56458,330673,8,79989,250461,45528,15,370174,64015,152161,193824,35061,199403,88915,253027,0,103678,165557
"TCGA-OV",81,824107,27911,503023,8,65562,431354,63660,24,136228,36120,306610,262502,15511,237561,390915,314542,1,114951,201059
"TCGA-OV",72,1173438,157337,559215,21,1065673,399264,51087,8,64252,400220,258903,425645,316898,263786,344213,273322,0,161077,300664
"TCGA-OV",95,1021639,827994,806555,52,1268791,236828,65078,15,23699,521255,436126,244238,416426,348270,250607,404799,55,251957,331668
"TCGA-OV",238,1953740,22064,2050338,42,208364,657058,80350,46,153686,101341,979105,742542,45257,815269,305971,547279,5,295923,335355
"TCGA-OV",144,1181974,334187,1044486,45,628150,439209,112225,21,284448,296516,264260,418430,193764,591866,286402,918472,12,254529,407689
"TCGA-OV",8,683526,10766,507351,10,82722,288202,33101,157,132088,54579,234565,310078,20650,345532,430978,375009,149,146658,220132
"TCGA-OV",65,1138840,38134,824576,84,191217,278975,74419,172,300097,107229,632478,277671,52943,422683,252111,329415,1654,236339,248740
"TCGA-OV",241,1445323,61641,1243010,286,238316,551400,31203,14,127864,96424,644507,723549,113408,522219,720711,503131,10,472974,361378
"TCGA-OV",25,1097358,16748,875486,0,66932,462589,71537,4,89123,102404,525462,288774,18282,364665,274867,411058,0,188226,316127
"TCGA-OV",8,460729,7115,404175,13,82587,214584,69175,6,128384,66034,201668,233906,12375,245881,618842,271235,0,108819,338634
"TCGA-OV",52,837164,23039,680060,14,82087,375066,27606,105,90472,34950,250505,336751,18103,275096,316668,409189,27,206773,375580
"TCGA-OV",74,934026,406077,740370,7,896635,409538,85874,70,95912,392759,463423,482975,308558,367935,298001,234759,15,121829,507244
"TCGA-OV",12,1312589,17024,1120033,29,146202,826508,89788,143,448176,128067,535461,828035,27330,616695,357640,938073,60,369854,369574
"TCGA-OV",289,2035295,81351,1294376,80,380222,704083,82930,178,55194,160098,493366,584127,103782,596192,217130,704655,19,387209,400646
"TCGA-OV",30,889007,39211,657862,9,383670,315035,37979,13,33965,167573,342210,426062,76721,436921,327828,495818,38,190438,276389
"TCGA-OV",75,1316762,416641,724646,42,776674,450407,79274,13,37912,314865,320536,346821,259226,378312,309685,471651,1,175899,456468
"TCGA-OV",113,1415818,50693,1018675,347,288601,608400,70699,8,168140,139721,590824,517427,60480,600317,663801,394894,781,364482,712284
"TCGA-OV",123,644065,552097,478589,5,1858138,228812,83546,19,28494,638114,210976,233520,633371,260351,275324,290107,0,142651,642701
"TCGA-OV",38,544034,45141,347830,40,103522,295057,59306,101,256124,50990,249036,263253,30299,138189,357465,97405,2,97164,437480
"TCGA-OV",58,937236,358987,520115,19,1233251,334420,155051,85,89351,498801,216223,400033,456822,248382,275686,276272,1,198015,570824
"TCGA-OV",222,695950,25499,554680,2,76514,308184,53261,22,9353,41417,300721,233821,22271,281215,438306,267797,6,133592,252008
"TCGA-OV",34,617416,11371,538214,2,88491,638587,78980,592,218722,50280,348783,384513,23261,392002,713883,358404,5,136578,266487
"TCGA-OV",107,496330,15506,261515,4,109044,124935,362809,11,215254,49320,164881,79170,30096,165418,1172957,162481,1,76628,282515
"TCGA-OV",62,247383,357558,252455,6,859542,87525,75861,33,11994,310738,80687,84394,316417,81928,411888,145995,0,64095,433453
"TCGA-OV",6,1429821,27163,590223,0,36828,526629,58945,7,56319,27629,275148,269981,11503,313843,693496,558495,0,121310,215052
